dispatch_id,if_loaded,n_types,dim_s,dim_m,dim_l,n_items
2153,1,7,11,17,19,1
2153,1,7,12,14,15,1
2153,1,7,12,14,26,1
2156,1,13,6,6,19,1
2156,1,13,6,7,25,1
2156,1,13,6,17,20,1
2156,1,13,7,15,33,1
2156,1,13,8,9,32,1
2156,1,13,8,14,26,1
2156,1,13,9,12,32,1
2156,1,13,9,14,14,1
2156,1,13,10,12,27,1
2156,1,13,11,17,19,1
2156,1,13,12,14,15,1
2156,1,13,12,14,26,1
2156,1,13,13,17,17,1
2159,0,10,5,16,26,1
2159,0,10,6,17,26,1
2159,0,10,7,11,29,1
2159,0,10,7,13,28,1
2159,0,10,7,16,21,1
2159,0,10,8,9,32,1
2159,0,10,8,15,32,1
2159,0,10,8,16,26,1
2159,0,10,11,18,26,1
2159,0,10,13,16,32,1
2160,1,10,6,6,19,1
2160,1,10,6,12,26,1
2160,1,10,6,17,20,1
2160,1,10,7,8,29,1
2160,1,10,8,9,32,1
2160,1,10,9,10,15,1
2160,1,10,10,12,30,1
2160,1,10,11,17,19,1
2160,1,10,12,12,15,1
2160,1,10,12,14,26,1
2163,0,17,6,6,19,1
2163,0,17,6,12,26,1
2163,0,17,6,17,20,1
2163,0,17,6,17,26,1
2163,0,17,7,11,29,1
2163,0,17,8,9,32,1
2163,0,17,8,10,17,1
2163,0,17,8,14,26,1
2163,0,17,8,16,26,1
2163,0,17,9,10,15,1
2163,0,17,9,14,14,1
2163,0,17,10,11,13,1
2163,0,17,11,15,27,1
2163,0,17,11,17,19,1
2163,0,17,12,12,15,1
2163,0,17,13,16,32,1
2163,0,17,13,17,17,1
2164,1,11,6,6,19,1
2164,1,11,6,7,25,1
2164,1,11,7,15,33,1
2164,1,11,8,14,26,1
2164,1,11,9,12,32,1
2164,1,11,9,14,14,1
2164,1,11,10,12,27,1
2164,1,11,11,17,19,1
2164,1,11,12,14,15,1
2164,1,11,12,14,26,1
2164,1,11,13,17,17,1
2165,1,10,7,8,29,1
2165,1,10,8,9,32,1
2165,1,10,8,10,17,1
2165,1,10,8,14,26,1
2165,1,10,9,14,14,1
2165,1,10,10,11,13,1
2165,1,10,10,12,30,1
2165,1,10,11,15,27,1
2165,1,10,11,18,26,1
2165,1,10,13,17,17,1
2166,1,9,6,17,26,1
2166,1,9,7,11,29,1
2166,1,9,8,10,17,1
2166,1,9,8,14,26,1
2166,1,9,8,16,26,1
2166,1,9,9,14,14,1
2166,1,9,10,11,13,1
2166,1,9,11,15,27,1
2166,1,9,13,17,17,1
2167,0,14,6,6,19,1
2167,0,14,6,7,25,1
2167,0,14,6,12,26,1
2167,0,14,6,17,20,1
2167,0,14,7,15,33,1
2167,0,14,8,9,32,1
2167,0,14,9,10,15,1
2167,0,14,9,12,32,1
2167,0,14,10,12,27,1
2167,0,14,11,17,19,1
2167,0,14,12,12,15,1
2167,0,14,12,14,15,1
2167,0,14,12,14,26,1
2167,0,14,13,16,32,1
2169,1,11,6,6,19,1
2169,1,11,6,7,25,1
2169,1,11,6,12,26,1
2169,1,11,6,17,20,1
2169,1,11,8,9,32,1
2169,1,11,9,10,15,1
2169,1,11,11,17,19,1
2169,1,11,12,12,15,1
2169,1,11,12,14,15,1
2169,1,11,12,14,26,1
2169,1,11,13,16,32,1
2170,1,6,5,16,26,1
2170,1,6,7,13,28,1
2170,1,6,7,16,21,1
2170,1,6,8,9,32,1
2170,1,6,8,15,32,1
2170,1,6,11,18,26,1
2173,1,11,6,7,25,1
2173,1,11,7,15,33,1
2173,1,11,8,9,32,1
2173,1,11,8,14,26,1
2173,1,11,8,15,32,1
2173,1,11,9,12,32,1
2173,1,11,9,14,14,1
2173,1,11,10,12,27,1
2173,1,11,11,18,26,1
2173,1,11,12,14,15,1
2173,1,11,13,17,17,1
2177,1,3,6,7,25,1
2177,1,3,8,15,32,1
2177,1,3,12,14,15,1
2178,0,16,5,16,26,1
2178,0,16,7,8,29,1
2178,0,16,7,13,28,1
2178,0,16,7,15,33,1
2178,0,16,7,16,21,1
2178,0,16,8,9,32,1
2178,0,16,8,10,17,1
2178,0,16,8,14,26,1
2178,0,16,9,12,32,1
2178,0,16,9,14,14,1
2178,0,16,10,11,13,1
2178,0,16,10,12,27,1
2178,0,16,10,12,30,1
2178,0,16,11,15,27,1
2178,0,16,11,18,26,1
2178,0,16,13,17,17,1
2187,0,15,5,16,26,1
2187,0,15,6,12,26,1
2187,0,15,6,17,20,1
2187,0,15,6,17,26,1
2187,0,15,7,11,29,1
2187,0,15,7,13,28,1
2187,0,15,7,16,21,1
2187,0,15,8,9,32,2
2187,0,15,8,15,32,1
2187,0,15,8,16,26,1
2187,0,15,9,10,15,1
2187,0,15,11,18,26,1
2187,0,15,12,12,15,1
2187,0,15,12,14,26,1
2187,0,15,13,16,32,1
2188,1,5,6,6,19,1
2188,1,5,7,8,29,1
2188,1,5,7,17,34,1
2188,1,5,10,12,30,1
2188,1,5,11,17,19,1
2189,1,7,6,12,26,1
2189,1,7,8,10,17,1
2189,1,7,9,10,15,1
2189,1,7,10,11,13,1
2189,1,7,11,15,27,1
2189,1,7,12,12,15,1
2189,1,7,12,14,26,1
2190,0,16,6,12,26,1
2190,0,16,6,17,20,1
2190,0,16,6,17,26,1
2190,0,16,7,11,29,1
2190,0,16,8,9,32,1
2190,0,16,8,10,17,1
2190,0,16,8,14,26,1
2190,0,16,8,16,26,1
2190,0,16,9,10,15,1
2190,0,16,9,14,14,1
2190,0,16,10,11,13,1
2190,0,16,11,15,27,1
2190,0,16,12,12,15,1
2190,0,16,12,14,26,1
2190,0,16,13,16,32,1
2190,0,16,13,17,17,1
2191,1,7,6,6,19,1
2191,1,7,6,7,25,1
2191,1,7,7,15,33,1
2191,1,7,9,12,32,1
2191,1,7,10,12,27,1
2191,1,7,11,17,19,1
2191,1,7,12,14,15,1
2194,0,17,6,12,26,1
2194,0,17,6,17,26,1
2194,0,17,7,11,29,1
2194,0,17,7,15,33,1
2194,0,17,8,10,17,1
2194,0,17,8,14,26,1
2194,0,17,8,16,26,1
2194,0,17,9,10,15,1
2194,0,17,9,12,32,1
2194,0,17,9,14,14,1
2194,0,17,10,11,13,1
2194,0,17,10,12,27,1
2194,0,17,11,15,27,1
2194,0,17,12,12,15,1
2194,0,17,12,14,26,1
2194,0,17,13,16,32,1
2194,0,17,13,17,17,1
2198,0,12,6,12,26,1
2198,0,12,6,17,20,1
2198,0,12,6,17,26,1
2198,0,12,7,11,29,1
2198,0,12,8,9,32,2
2198,0,12,8,15,32,1
2198,0,12,8,16,26,1
2198,0,12,9,10,15,1
2198,0,12,11,18,26,1
2198,0,12,12,12,15,1
2198,0,12,12,14,26,1
2198,0,12,13,16,32,1
2199,1,8,5,16,26,1
2199,1,8,6,6,19,1
2199,1,8,7,8,29,1
2199,1,8,7,13,28,1
2199,1,8,7,16,21,1
2199,1,8,7,17,34,1
2199,1,8,10,12,30,1
2199,1,8,11,17,19,1
2204,0,15,6,6,19,1
2204,0,15,6,12,26,1
2204,0,15,6,17,20,1
2204,0,15,6,17,26,1
2204,0,15,7,8,29,1
2204,0,15,7,11,29,1
2204,0,15,7,17,34,1
2204,0,15,8,9,32,1
2204,0,15,8,15,32,1
2204,0,15,8,16,26,1
2204,0,15,9,10,15,1
2204,0,15,10,12,30,1
2204,0,15,11,17,19,1
2204,0,15,12,12,15,1
2204,0,15,13,16,32,1
2213,1,10,5,16,26,1
2213,1,10,6,17,26,1
2213,1,10,7,11,29,1
2213,1,10,7,13,28,1
2213,1,10,7,16,21,1
2213,1,10,8,9,32,1
2213,1,10,8,15,32,1
2213,1,10,8,16,26,1
2213,1,10,11,18,26,1
2213,1,10,12,14,26,1
2214,1,11,6,6,19,1
2214,1,11,6,12,26,1
2214,1,11,6,17,20,1
2214,1,11,7,8,29,1
2214,1,11,7,17,34,1
2214,1,11,8,9,32,1
2214,1,11,9,10,15,1
2214,1,11,10,12,30,1
2214,1,11,11,17,19,1
2214,1,11,12,12,15,1
2214,1,11,13,16,32,1
2220,1,11,5,16,26,1
2220,1,11,6,7,25,1
2220,1,11,7,13,28,1
2220,1,11,7,15,33,1
2220,1,11,7,16,21,1
2220,1,11,8,9,32,1
2220,1,11,8,15,32,1
2220,1,11,9,12,32,1
2220,1,11,10,12,27,1
2220,1,11,11,18,26,1
2220,1,11,12,14,15,1
2221,1,9,7,8,29,1
2221,1,9,7,17,34,1
2221,1,9,8,10,17,1
2221,1,9,8,14,26,1
2221,1,9,9,14,14,1
2221,1,9,10,11,13,1
2221,1,9,10,12,30,1
2221,1,9,11,15,27,1
2221,1,9,13,17,17,1
2228,1,10,6,17,26,1
2228,1,10,7,11,29,1
2228,1,10,8,10,17,1
2228,1,10,8,14,26,1
2228,1,10,8,16,26,1
2228,1,10,9,14,14,1
2228,1,10,10,11,13,1
2228,1,10,11,15,27,1
2228,1,10,12,14,26,1
2228,1,10,13,17,17,1
2394,1,8,6,7,25,1
2394,1,8,7,15,33,1
2394,1,8,8,9,32,1
2394,1,8,8,15,32,1
2394,1,8,9,12,32,1
2394,1,8,10,12,27,1
2394,1,8,11,18,26,1
2394,1,8,12,14,15,1
2395,1,12,5,16,26,1
2395,1,12,7,8,29,1
2395,1,12,7,13,28,1
2395,1,12,7,16,21,1
2395,1,12,7,17,34,1
2395,1,12,8,10,17,1
2395,1,12,8,14,26,1
2395,1,12,9,14,14,1
2395,1,12,10,11,13,1
2395,1,12,10,12,30,1
2395,1,12,11,15,27,1
2395,1,12,13,17,17,1
2396,1,5,6,7,25,1
2396,1,5,8,9,32,1
2396,1,5,8,15,32,1
2396,1,5,11,18,26,1
2396,1,5,12,14,15,1
2397,0,15,5,16,26,1
2397,0,15,7,8,29,1
2397,0,15,7,13,28,1
2397,0,15,7,15,33,1
2397,0,15,7,16,21,1
2397,0,15,7,17,34,1
2397,0,15,8,10,17,1
2397,0,15,8,14,26,1
2397,0,15,9,12,32,1
2397,0,15,9,14,14,1
2397,0,15,10,11,13,1
2397,0,15,10,12,27,1
2397,0,15,10,12,30,1
2397,0,15,11,15,27,1
2397,0,15,13,17,17,1
2401,1,13,5,16,26,1
2401,1,13,6,7,25,1
2401,1,13,7,8,29,1
2401,1,13,7,13,28,1
2401,1,13,7,15,33,1
2401,1,13,7,16,21,1
2401,1,13,8,9,32,1
2401,1,13,8,15,32,1
2401,1,13,9,12,32,1
2401,1,13,10,12,27,1
2401,1,13,10,12,30,1
2401,1,13,11,18,26,1
2401,1,13,12,14,15,1
2404,1,9,6,12,26,1
2404,1,9,6,17,26,1
2404,1,9,7,11,29,1
2404,1,9,8,15,32,1
2404,1,9,8,16,26,1
2404,1,9,9,10,15,1
2404,1,9,12,12,15,1
2404,1,9,12,14,26,1
2404,1,9,13,16,32,1
2405,1,11,5,16,26,1
2405,1,11,6,6,19,1
2405,1,11,6,17,20,1
2405,1,11,7,8,29,1
2405,1,11,7,13,28,1
2405,1,11,7,16,21,1
2405,1,11,7,17,34,1
2405,1,11,8,9,32,2
2405,1,11,10,12,30,1
2405,1,11,11,17,19,1
2405,1,11,11,18,26,1
2406,1,14,5,16,26,1
2406,1,14,6,6,19,1
2406,1,14,6,12,26,1
2406,1,14,6,17,20,1
2406,1,14,7,8,29,1
2406,1,14,7,13,28,1
2406,1,14,7,16,21,1
2406,1,14,7,17,34,1
2406,1,14,8,9,32,2
2406,1,14,9,10,15,1
2406,1,14,10,12,30,1
2406,1,14,11,17,19,1
2406,1,14,11,18,26,1
2406,1,14,12,12,15,1
2407,1,3,8,15,32,1
2407,1,3,12,14,26,1
2407,1,3,13,16,32,1
2409,1,5,8,9,32,1
2409,1,5,8,15,32,1
2409,1,5,11,18,26,1
2409,1,5,12,14,26,1
2409,1,5,13,16,32,1
2410,0,16,5,16,26,1
2410,0,16,6,6,19,1
2410,0,16,6,12,26,1
2410,0,16,6,17,20,1
2410,0,16,6,17,26,1
2410,0,16,7,8,29,1
2410,0,16,7,11,29,1
2410,0,16,7,13,28,1
2410,0,16,7,16,21,1
2410,0,16,7,17,34,1
2410,0,16,8,9,32,1
2410,0,16,8,16,26,1
2410,0,16,9,10,15,1
2410,0,16,10,12,30,1
2410,0,16,11,17,19,1
2410,0,16,12,12,15,1
2411,1,4,8,9,32,1
2411,1,4,8,15,32,1
2411,1,4,11,18,26,1
2411,1,4,12,14,26,1
2414,0,14,5,16,26,1
2414,0,14,6,12,26,1
2414,0,14,6,17,26,1
2414,0,14,7,11,29,1
2414,0,14,7,13,28,1
2414,0,14,7,16,21,1
2414,0,14,8,9,32,1
2414,0,14,8,15,32,1
2414,0,14,8,16,26,1
2414,0,14,9,10,15,1
2414,0,14,11,18,26,1
2414,0,14,12,12,15,1
2414,0,14,12,14,26,1
2414,0,14,13,16,32,1
2416,0,14,6,6,19,1
2416,0,14,6,12,26,1
2416,0,14,6,17,20,1
2416,0,14,6,17,26,1
2416,0,14,7,8,29,1
2416,0,14,7,11,29,1
2416,0,14,7,17,34,1
2416,0,14,8,9,32,1
2416,0,14,8,16,26,1
2416,0,14,9,10,15,1
2416,0,14,10,12,30,1
2416,0,14,11,17,19,1
2416,0,14,12,12,15,1
2416,0,14,13,16,32,1
2417,0,17,5,16,26,1
2417,0,17,6,12,26,1
2417,0,17,6,17,20,1
2417,0,17,6,17,26,1
2417,0,17,7,8,29,1
2417,0,17,7,11,29,1
2417,0,17,7,13,28,1
2417,0,17,7,16,21,1
2417,0,17,8,9,32,2
2417,0,17,8,15,32,1
2417,0,17,8,16,26,1
2417,0,17,9,10,15,1
2417,0,17,10,12,30,1
2417,0,17,11,18,26,1
2417,0,17,12,12,15,1
2417,0,17,12,14,26,1
2417,0,17,13,16,32,1
2424,1,11,6,12,26,1
2424,1,11,6,17,26,1
2424,1,11,7,11,29,1
2424,1,11,8,10,17,1
2424,1,11,8,16,26,1
2424,1,11,9,10,15,1
2424,1,11,10,11,13,1
2424,1,11,11,15,27,1
2424,1,11,12,12,15,1
2424,1,11,12,14,26,1
2424,1,11,13,16,32,1
2426,0,18,6,6,19,1
2426,0,18,6,7,25,1
2426,0,18,6,12,26,1
2426,0,18,6,17,20,1
2426,0,18,6,17,26,1
2426,0,18,7,11,29,1
2426,0,18,7,15,33,1
2426,0,18,8,9,32,1
2426,0,18,8,14,26,1
2426,0,18,8,16,26,1
2426,0,18,9,10,15,1
2426,0,18,9,12,32,1
2426,0,18,9,14,14,1
2426,0,18,10,12,27,1
2426,0,18,11,17,19,1
2426,0,18,12,12,15,1
2426,0,18,12,14,15,1
2426,0,18,13,17,17,1
2428,0,19,6,6,19,1
2428,0,19,6,7,25,1
2428,0,19,6,12,26,1
2428,0,19,6,17,20,1
2428,0,19,6,17,26,1
2428,0,19,7,11,29,1
2428,0,19,7,15,33,1
2428,0,19,8,9,32,1
2428,0,19,8,14,26,1
2428,0,19,8,16,26,1
2428,0,19,9,10,15,1
2428,0,19,9,12,32,1
2428,0,19,9,14,14,1
2428,0,19,10,12,27,1
2428,0,19,11,17,19,1
2428,0,19,12,12,15,1
2428,0,19,12,14,15,1
2428,0,19,13,16,32,1
2428,0,19,13,17,17,1
2430,0,14,6,12,26,1
2430,0,14,6,17,26,1
2430,0,14,7,11,29,1
2430,0,14,8,10,17,1
2430,0,14,8,14,26,1
2430,0,14,8,16,26,1
2430,0,14,9,10,15,1
2430,0,14,9,14,14,1
2430,0,14,10,11,13,1
2430,0,14,11,15,27,1
2430,0,14,12,12,15,1
2430,0,14,12,14,26,1
2430,0,14,13,16,32,1
2430,0,14,13,17,17,1
2432,0,11,6,17,26,1
2432,0,11,7,11,29,1
2432,0,11,8,10,17,1
2432,0,11,8,14,26,1
2432,0,11,8,16,26,1
2432,0,11,9,14,14,1
2432,0,11,10,11,13,1
2432,0,11,11,15,27,1
2432,0,11,12,14,26,1
2432,0,11,13,16,32,1
2432,0,11,13,17,17,1
2433,1,12,6,6,19,1
2433,1,12,6,7,25,1
2433,1,12,6,12,26,1
2433,1,12,6,17,20,1
2433,1,12,7,15,33,1
2433,1,12,8,9,32,1
2433,1,12,9,10,15,1
2433,1,12,9,12,32,1
2433,1,12,10,12,27,1
2433,1,12,11,17,19,1
2433,1,12,12,12,15,1
2433,1,12,12,14,15,1
2435,0,19,6,12,26,1
2435,0,19,6,17,20,1
2435,0,19,6,17,26,1
2435,0,19,7,11,29,1
2435,0,19,7,15,33,1
2435,0,19,8,9,32,1
2435,0,19,8,10,17,1
2435,0,19,8,14,26,1
2435,0,19,8,16,26,1
2435,0,19,9,10,15,1
2435,0,19,9,12,32,1
2435,0,19,9,14,14,1
2435,0,19,10,11,13,1
2435,0,19,10,12,27,1
2435,0,19,11,15,27,1
2435,0,19,12,12,15,1
2435,0,19,12,14,26,1
2435,0,19,13,16,32,1
2435,0,19,13,17,17,1
2436,1,4,6,6,19,1
2436,1,4,6,7,25,1
2436,1,4,11,17,19,1
2436,1,4,12,14,15,1
2438,0,14,6,17,26,1
2438,0,14,7,11,29,1
2438,0,14,7,15,33,1
2438,0,14,8,10,17,1
2438,0,14,8,14,26,1
2438,0,14,8,16,26,1
2438,0,14,9,12,32,1
2438,0,14,9,14,14,1
2438,0,14,10,11,13,1
2438,0,14,10,12,27,1
2438,0,14,11,15,27,1
2438,0,14,12,14,26,1
2438,0,14,13,16,32,1
2438,0,14,13,17,17,1
2439,1,11,7,15,33,1
2439,1,11,8,10,17,1
2439,1,11,8,14,26,1
2439,1,11,9,12,32,1
2439,1,11,9,14,14,1
2439,1,11,10,11,13,1
2439,1,11,10,12,27,1
2439,1,11,11,15,27,1
2439,1,11,12,14,26,1
2439,1,11,13,16,32,1
2439,1,11,13,17,17,1
2470,1,3,5,16,26,1
2470,1,3,7,13,28,1
2470,1,3,7,16,21,1
2612,1,3,6,12,26,1
2612,1,3,9,10,15,1
2612,1,3,12,12,15,1
2881,1,7,6,7,25,1
2881,1,7,7,8,29,1
2881,1,7,7,15,33,1
2881,1,7,9,12,32,1
2881,1,7,10,12,27,1
2881,1,7,10,12,30,1
2881,1,7,12,14,15,1
2882,0,13,5,16,26,1
2882,0,13,7,13,28,1
2882,0,13,7,16,21,1
2882,0,13,7,17,34,1
2882,0,13,8,9,32,1
2882,0,13,8,10,17,1
2882,0,13,8,14,26,1
2882,0,13,8,15,32,1
2882,0,13,9,14,14,1
2882,0,13,10,11,13,1
2882,0,13,11,15,27,1
2882,0,13,11,18,26,1
2882,0,13,13,17,17,1
2883,1,4,6,7,25,1
2883,1,4,7,8,29,1
2883,1,4,10,12,30,1
2883,1,4,12,14,15,1
2885,1,10,5,16,26,1
2885,1,10,6,7,25,1
2885,1,10,7,8,29,1
2885,1,10,7,13,28,1
2885,1,10,7,15,33,1
2885,1,10,7,16,21,1
2885,1,10,9,12,32,1
2885,1,10,10,12,27,1
2885,1,10,10,12,30,1
2885,1,10,12,14,15,1
2887,0,15,5,16,26,1
2887,0,15,6,7,25,1
2887,0,15,7,8,29,1
2887,0,15,7,13,28,1
2887,0,15,7,15,33,1
2887,0,15,7,16,21,1
2887,0,15,8,9,32,1
2887,0,15,8,14,26,1
2887,0,15,9,12,32,1
2887,0,15,9,14,14,1
2887,0,15,10,12,27,1
2887,0,15,10,12,30,1
2887,0,15,11,18,26,1
2887,0,15,12,14,15,1
2887,0,15,13,17,17,1
2888,1,5,7,17,34,1
2888,1,5,8,10,17,1
2888,1,5,8,15,32,1
2888,1,5,10,11,13,1
2888,1,5,11,15,27,1
2889,1,12,5,16,26,1
2889,1,12,6,7,25,1
2889,1,12,7,8,29,1
2889,1,12,7,13,28,1
2889,1,12,7,15,33,1
2889,1,12,7,16,21,1
2889,1,12,8,9,32,1
2889,1,12,9,12,32,1
2889,1,12,10,12,27,1
2889,1,12,10,12,30,1
2889,1,12,11,18,26,1
2889,1,12,12,14,15,1
2890,1,9,5,16,26,1
2890,1,9,6,7,25,1
2890,1,9,7,8,29,1
2890,1,9,7,13,28,1
2890,1,9,7,16,21,1
2890,1,9,8,9,32,1
2890,1,9,10,12,30,1
2890,1,9,11,18,26,1
2890,1,9,12,14,15,1
2891,1,11,7,15,33,1
2891,1,11,7,17,34,1
2891,1,11,8,10,17,1
2891,1,11,8,14,26,1
2891,1,11,8,15,32,1
2891,1,11,9,12,32,1
2891,1,11,9,14,14,1
2891,1,11,10,11,13,1
2891,1,11,10,12,27,1
2891,1,11,11,15,27,1
2891,1,11,13,17,17,1
2899,1,10,5,16,26,1
2899,1,10,6,6,19,1
2899,1,10,6,17,20,1
2899,1,10,7,13,28,1
2899,1,10,7,16,21,1
2899,1,10,7,17,34,1
2899,1,10,8,9,32,2
2899,1,10,8,15,32,1
2899,1,10,11,17,19,1
2899,1,10,11,18,26,1
2907,0,15,5,16,26,1
2907,0,15,6,12,26,1
2907,0,15,6,17,20,1
2907,0,15,6,17,26,1
2907,0,15,7,8,29,1
2907,0,15,7,11,29,1
2907,0,15,7,13,28,1
2907,0,15,7,16,21,1
2907,0,15,8,9,32,1
2907,0,15,8,16,26,1
2907,0,15,9,10,15,1
2907,0,15,10,12,30,1
2907,0,15,12,12,15,1
2907,0,15,12,14,26,1
2907,0,15,13,16,32,1
2913,1,6,5,16,26,1
2913,1,6,7,8,29,1
2913,1,6,7,13,28,1
2913,1,6,7,16,21,1
2913,1,6,10,12,30,1
2913,1,6,12,14,26,1
2914,0,16,5,16,26,1
2914,0,16,6,12,26,1
2914,0,16,6,17,20,1
2914,0,16,6,17,26,1
2914,0,16,7,8,29,1
2914,0,16,7,11,29,1
2914,0,16,7,13,28,1
2914,0,16,7,16,21,1
2914,0,16,8,9,32,2
2914,0,16,8,16,26,1
2914,0,16,9,10,15,1
2914,0,16,10,12,30,1
2914,0,16,11,18,26,1
2914,0,16,12,12,15,1
2914,0,16,12,14,26,1
2914,0,16,13,16,32,1
2915,1,4,6,6,19,1
2915,1,4,7,17,34,1
2915,1,4,8,15,32,1
2915,1,4,11,17,19,1
2916,0,15,5,16,26,1
2916,0,15,6,12,26,1
2916,0,15,6,17,26,1
2916,0,15,7,8,29,1
2916,0,15,7,11,29,1
2916,0,15,7,13,28,1
2916,0,15,7,16,21,1
2916,0,15,8,9,32,1
2916,0,15,8,16,26,1
2916,0,15,9,10,15,1
2916,0,15,10,12,30,1
2916,0,15,11,18,26,1
2916,0,15,12,12,15,1
2916,0,15,12,14,26,1
2916,0,15,13,16,32,1
2917,0,12,5,16,26,1
2917,0,12,6,17,26,1
2917,0,12,7,8,29,1
2917,0,12,7,11,29,1
2917,0,12,7,13,28,1
2917,0,12,7,16,21,1
2917,0,12,8,9,32,1
2917,0,12,8,16,26,1
2917,0,12,10,12,30,1
2917,0,12,11,18,26,1
2917,0,12,12,14,26,1
2917,0,12,13,16,32,1
2918,1,9,6,6,19,1
2918,1,9,6,12,26,1
2918,1,9,6,17,20,1
2918,1,9,7,17,34,1
2918,1,9,8,9,32,1
2918,1,9,8,15,32,1
2918,1,9,9,10,15,1
2918,1,9,11,17,19,1
2918,1,9,12,12,15,1
2919,1,9,5,16,26,1
2919,1,9,7,8,29,1
2919,1,9,7,13,28,1
2919,1,9,7,16,21,1
2919,1,9,8,9,32,1
2919,1,9,10,12,30,1
2919,1,9,11,18,26,1
2919,1,9,12,14,26,1
2919,1,9,13,16,32,1
2920,1,12,6,6,19,1
2920,1,12,6,12,26,1
2920,1,12,6,17,20,1
2920,1,12,6,17,26,1
2920,1,12,7,11,29,1
2920,1,12,7,17,34,1
2920,1,12,8,9,32,1
2920,1,12,8,15,32,1
2920,1,12,8,16,26,1
2920,1,12,9,10,15,1
2920,1,12,11,17,19,1
2920,1,12,12,12,15,1
2921,1,8,5,16,26,1
2921,1,8,7,8,29,1
2921,1,8,7,13,28,1
2921,1,8,7,16,21,1
2921,1,8,8,9,32,1
2921,1,8,10,12,30,1
2921,1,8,11,18,26,1
2921,1,8,12,14,26,1
2936,1,8,6,17,26,1
2936,1,8,7,11,29,1
2936,1,8,8,10,17,1
2936,1,8,8,16,26,1
2936,1,8,10,11,13,1
2936,1,8,11,15,27,1
2936,1,8,12,14,26,1
2936,1,8,13,16,32,1
2937,1,5,8,10,17,1
2937,1,5,10,11,13,1
2937,1,5,11,15,27,1
2937,1,5,12,14,26,1
2937,1,5,13,16,32,1
2946,1,8,8,10,17,1
2946,1,8,8,14,26,1
2946,1,8,9,14,14,1
2946,1,8,10,11,13,1
2946,1,8,11,15,27,1
2946,1,8,12,14,26,1
2946,1,8,13,16,32,1
2946,1,8,13,17,17,1
2947,1,15,6,6,19,1
2947,1,15,6,7,25,1
2947,1,15,6,12,26,1
2947,1,15,6,17,20,1
2947,1,15,6,17,26,1
2947,1,15,7,11,29,1
2947,1,15,7,15,33,1
2947,1,15,8,9,32,1
2947,1,15,8,16,26,1
2947,1,15,9,10,15,1
2947,1,15,9,12,32,1
2947,1,15,10,12,27,1
2947,1,15,11,17,19,1
2947,1,15,12,12,15,1
2947,1,15,12,14,15,1
2949,0,16,6,6,19,1
2949,0,16,6,7,25,1
2949,0,16,6,12,26,1
2949,0,16,6,17,20,1
2949,0,16,6,17,26,1
2949,0,16,7,11,29,1
2949,0,16,7,15,33,1
2949,0,16,8,9,32,1
2949,0,16,8,16,26,1
2949,0,16,9,10,15,1
2949,0,16,9,12,32,1
2949,0,16,10,12,27,1
2949,0,16,11,17,19,1
2949,0,16,12,12,15,1
2949,0,16,12,14,15,1
2949,0,16,13,16,32,1
2954,1,9,6,6,19,1
2954,1,9,6,7,25,1
2954,1,9,6,12,26,1
2954,1,9,6,17,20,1
2954,1,9,8,9,32,1
2954,1,9,9,10,15,1
2954,1,9,11,17,19,1
2954,1,9,12,12,15,1
2954,1,9,12,14,15,1
3537,1,8,5,16,26,1
3537,1,8,7,13,28,1
3537,1,8,7,16,21,1
3537,1,8,7,17,34,1
3537,1,8,8,10,17,1
3537,1,8,8,15,32,1
3537,1,8,10,11,13,1
3537,1,8,11,15,27,1
3538,1,9,6,7,25,1
3538,1,9,7,8,29,1
3538,1,9,7,15,33,1
3538,1,9,8,9,32,1
3538,1,9,9,12,32,1
3538,1,9,10,12,27,1
3538,1,9,10,12,30,1
3538,1,9,11,18,26,1
3538,1,9,12,14,15,1
3539,1,11,5,16,26,1
3539,1,11,7,13,28,1
3539,1,11,7,16,21,1
3539,1,11,7,17,34,1
3539,1,11,8,10,17,1
3539,1,11,8,14,26,1
3539,1,11,8,15,32,1
3539,1,11,9,14,14,1
3539,1,11,10,11,13,1
3539,1,11,11,15,27,1
3539,1,11,13,17,17,1
3540,0,14,5,16,26,1
3540,0,14,7,13,28,1
3540,0,14,7,15,33,1
3540,0,14,7,16,21,1
3540,0,14,7,17,34,1
3540,0,14,8,10,17,1
3540,0,14,8,14,26,1
3540,0,14,8,15,32,1
3540,0,14,9,12,32,1
3540,0,14,9,14,14,1
3540,0,14,10,11,13,1
3540,0,14,10,12,27,1
3540,0,14,11,15,27,1
3540,0,14,13,17,17,1
3541,0,13,6,7,25,1
3541,0,13,7,8,29,1
3541,0,13,7,15,33,1
3541,0,13,8,9,32,1
3541,0,13,8,14,26,1
3541,0,13,8,15,32,1
3541,0,13,9,12,32,1
3541,0,13,9,14,14,1
3541,0,13,10,12,27,1
3541,0,13,10,12,30,1
3541,0,13,11,18,26,1
3541,0,13,12,14,15,1
3541,0,13,13,17,17,1
3542,1,7,5,16,26,1
3542,1,7,7,13,28,1
3542,1,7,7,16,21,1
3542,1,7,7,17,34,1
3542,1,7,8,10,17,1
3542,1,7,10,11,13,1
3542,1,7,11,15,27,1
3543,1,10,6,7,25,1
3543,1,10,7,8,29,1
3543,1,10,7,15,33,1
3543,1,10,8,9,32,1
3543,1,10,8,15,32,1
3543,1,10,9,12,32,1
3543,1,10,10,12,27,1
3543,1,10,10,12,30,1
3543,1,10,11,18,26,1
