sku_counts,sku_average_volume,sku_length_var,sku_width_var,sku_height_var,sku_length_avg,sku_width_avg,sku_height_avg,max_asr,vehicle_length,vehicle_width,vehicle_height,spare_capacity,sku_concentration,sku_min_length,sku_max_length,sku_std_length,sku_min_width,sku_max_width,sku_std_width,sku_min_height,sku_max_height,sku_std_height,l_to_L_ratio_avg,l_to_L_ratio_min,l_to_L_ratio_max,l_to_L_ratio_std,h_to_H_ratio_avg,h_to_H_ratio_min,h_to_H_ratio_max,h_to_H_ratio_std,w_to_W_ratio_avg,w_to_W_ratio_min,w_to_W_ratio_max,w_to_W_ratio_std,wl_to_vehicle_wl_avg,wl_to_vehicle_wl_min,wl_to_vehicle_wl_max,wl_to_vehicle_wl_std,wl_to_vehicle_wl_total,instance_source,order_id
2,1584.0,0.0,2.0,18.0,16.0,12.0,8.0,3.2,60.0,25.0,30.0,41832.0,0.7222222222222222,16.0,16.0,0.0,11.0,13.0,1.4142135623730951,5.0,11.0,4.242640687119285,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.0,0.26666666666666666,0.16666666666666666,0.36666666666666664,0.1414213562373095,0.48,0.44,0.52,0.05656854249492382,0.128,0.11733333333333333,0.13866666666666666,0.01508494466531301,0.256,BSP_100_O6_0_3_4.xml,29
2,12000.0,0.0,0.0,0.0,40.0,30.0,10.0,4.0,60.0,25.0,30.0,21000.0,0.5,40.0,40.0,0.0,30.0,30.0,0.0,10.0,10.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.2,1.2,1.2,0.0,0.8,0.8,0.8,0.0,1.6,BSP_100_O6_0_3_4.xml,30
1,30272.0,0.0,0.0,0.0,43.0,32.0,22.0,1.9545454545454546,60.0,25.0,30.0,14728.0,1.0,43.0,43.0,0.0,32.0,32.0,0.0,22.0,22.0,0.0,0.7166666666666667,0.7166666666666667,0.7166666666666667,0.0,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.0,1.28,1.28,1.28,0.0,0.9173333333333333,0.9173333333333333,0.9173333333333333,0.0,0.9173333333333333,BSP_100_O6_0_3_4.xml,31
1,18600.0,0.0,0.0,0.0,31.0,30.0,20.0,1.55,60.0,25.0,30.0,26400.0,1.0,31.0,31.0,0.0,30.0,30.0,0.0,20.0,20.0,0.0,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.2,1.2,1.2,0.0,0.62,0.62,0.62,0.0,0.62,BSP_100_O6_0_3_4.xml,32
1,50024.0,0.0,0.0,0.0,74.0,52.0,13.0,5.6923076923076925,60.0,25.0,30.0,-5024.0,1.0,74.0,74.0,0.0,52.0,52.0,0.0,13.0,13.0,0.0,1.2333333333333334,1.2333333333333334,1.2333333333333334,0.0,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.0,2.08,2.08,2.08,0.0,2.5653333333333332,2.5653333333333332,2.5653333333333332,0.0,2.5653333333333332,BSP_100_O6_0_3_4.xml,33
2,4032.0,0.0,0.0,0.0,21.0,16.0,12.0,1.75,60.0,25.0,30.0,36936.0,0.5,21.0,21.0,0.0,16.0,16.0,0.0,12.0,12.0,0.0,0.35,0.35,0.35,0.0,0.4,0.4,0.4,0.0,0.64,0.64,0.64,0.0,0.224,0.224,0.224,0.0,0.448,BSP_100_O6_0_3_4.xml,34
2,15580.0,84.5,0.5,112.5,36.5,30.5,12.5,6.0,60.0,25.0,30.0,13840.0,0.8555840821566111,30.0,43.0,9.192388155425117,30.0,31.0,0.7071067811865476,5.0,20.0,10.606601717798213,0.6083333333333334,0.5,0.7166666666666667,0.1532064692570853,0.41666666666666663,0.16666666666666666,0.6666666666666666,0.35355339059327373,1.22,1.2,1.24,0.028284271247461926,0.7443333333333333,0.6,0.8886666666666667,0.20411815750251677,1.4886666666666666,BSP_100_O6_0_3_4.xml,35
1,93248.0,0.0,0.0,0.0,62.0,47.0,32.0,1.9375,60.0,25.0,30.0,-48248.0,1.0,62.0,62.0,0.0,47.0,47.0,0.0,32.0,32.0,0.0,1.0333333333333334,1.0333333333333334,1.0333333333333334,0.0,1.0666666666666667,1.0666666666666667,1.0666666666666667,0.0,1.88,1.88,1.88,0.0,1.9426666666666668,1.9426666666666668,1.9426666666666668,0.0,1.9426666666666668,BSP_100_O6_0_3_4.xml,36
1,2280.0,0.0,0.0,0.0,19.0,12.0,10.0,1.9,60.0,25.0,30.0,42720.0,1.0,19.0,19.0,0.0,12.0,12.0,0.0,10.0,10.0,0.0,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.48,0.48,0.48,0.0,0.152,0.152,0.152,0.0,0.152,BSP_100_O6_0_3_4.xml,37
1,31360.0,0.0,0.0,0.0,40.0,28.0,28.0,1.4285714285714286,60.0,25.0,30.0,13640.0,1.0,40.0,40.0,0.0,28.0,28.0,0.0,28.0,28.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.0,1.12,1.12,1.12,0.0,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.0,0.7466666666666667,BSP_100_O6_0_3_4.xml,38
1,5670.0,0.0,0.0,0.0,54.0,15.0,7.0,7.714285714285714,60.0,25.0,30.0,39330.0,1.0,54.0,54.0,0.0,15.0,15.0,0.0,7.0,7.0,0.0,0.9,0.9,0.9,0.0,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.0,0.6,0.6,0.6,0.0,0.54,0.54,0.54,0.0,0.54,BSP_100_O6_0_3_4.xml,39
1,33792.0,0.0,0.0,0.0,44.0,32.0,24.0,1.8333333333333333,60.0,25.0,30.0,11208.0,1.0,44.0,44.0,0.0,32.0,32.0,0.0,24.0,24.0,0.0,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.0,0.8,0.8,0.8,0.0,1.28,1.28,1.28,0.0,0.9386666666666666,0.9386666666666666,0.9386666666666666,0.0,0.9386666666666666,BSP_100_O6_0_3_4.xml,40
2,34937.5,12.5,12.5,12.5,32.5,32.5,32.5,1.0,60.0,25.0,30.0,-24875.0,0.6135957066189625,30.0,35.0,3.5355339059327378,30.0,35.0,3.5355339059327378,30.0,35.0,3.5355339059327378,0.5416666666666667,0.5,0.5833333333333334,0.05892556509887899,1.0833333333333335,1.0,1.1666666666666667,0.11785113019775798,1.2999999999999998,1.2,1.4,0.14142135623730948,0.7083333333333333,0.6,0.8166666666666667,0.1532064692570853,1.4166666666666667,BSP_100_O6_0_3_4.xml,41
2,10648.0,0.0,0.0,0.0,22.0,22.0,22.0,1.0,60.0,25.0,30.0,23704.0,0.5,22.0,22.0,0.0,22.0,22.0,0.0,22.0,22.0,0.0,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.0,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.0,0.88,0.88,0.88,0.0,0.32266666666666666,0.32266666666666666,0.32266666666666666,0.0,0.6453333333333333,BSP_100_O6_0_3_4.xml,42
1,90000.0,0.0,0.0,0.0,50.0,45.0,40.0,1.25,60.0,25.0,30.0,-45000.0,1.0,50.0,50.0,0.0,45.0,45.0,0.0,40.0,40.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,1.8,1.8,1.8,0.0,1.5,1.5,1.5,0.0,1.5,BSP_100_O6_0_3_4.xml,43
1,26112.0,0.0,0.0,0.0,48.0,34.0,16.0,3.0,60.0,25.0,30.0,18888.0,1.0,48.0,48.0,0.0,34.0,34.0,0.0,16.0,16.0,0.0,0.8,0.8,0.8,0.0,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,1.36,1.36,1.36,0.0,1.088,1.088,1.088,0.0,1.088,BSP_100_O6_0_3_4.xml,44
1,35532.0,0.0,0.0,0.0,47.0,28.0,27.0,1.7407407407407407,60.0,25.0,30.0,9468.0,1.0,47.0,47.0,0.0,28.0,28.0,0.0,27.0,27.0,0.0,0.7833333333333333,0.7833333333333333,0.7833333333333333,0.0,0.9,0.9,0.9,0.0,1.12,1.12,1.12,0.0,0.8773333333333333,0.8773333333333333,0.8773333333333333,0.0,0.8773333333333333,BSP_100_O6_0_3_4.xml,45
2,5592.0,24.5,2.0,8.0,21.5,19.0,14.0,2.0833333333333335,60.0,25.0,30.0,33816.0,0.5364806866952789,18.0,25.0,4.949747468305833,18.0,20.0,1.4142135623730951,12.0,16.0,2.8284271247461903,0.35833333333333334,0.3,0.4166666666666667,0.08249579113843056,0.4666666666666667,0.4,0.5333333333333333,0.09428090415820632,0.76,0.72,0.8,0.05656854249492385,0.27466666666666667,0.216,0.3333333333333333,0.08296719565922157,0.5493333333333333,BSP_100_O6_0_3_4.xml,46
1,1632.0,0.0,0.0,0.0,17.0,16.0,6.0,2.8333333333333335,60.0,25.0,30.0,43368.0,1.0,17.0,17.0,0.0,16.0,16.0,0.0,6.0,6.0,0.0,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.0,0.2,0.2,0.2,0.0,0.64,0.64,0.64,0.0,0.18133333333333335,0.18133333333333335,0.18133333333333335,0.0,0.18133333333333335,BSP_100_O6_0_3_4.xml,47
2,3360.0,0.0,0.0,0.0,30.0,16.0,7.0,4.285714285714286,60.0,25.0,30.0,38280.0,0.5,30.0,30.0,0.0,16.0,16.0,0.0,7.0,7.0,0.0,0.5,0.5,0.5,0.0,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.0,0.64,0.64,0.64,0.0,0.32,0.32,0.32,0.0,0.64,BSP_100_O6_0_3_4.xml,48
1,10080.0,0.0,0.0,0.0,36.0,28.0,10.0,3.6,60.0,25.0,30.0,34920.0,1.0,36.0,36.0,0.0,28.0,28.0,0.0,10.0,10.0,0.0,0.6,0.6,0.6,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.12,1.12,1.12,0.0,0.672,0.672,0.672,0.0,0.672,BSP_100_O6_0_3_4.xml,49
1,21600.0,0.0,0.0,0.0,80.0,18.0,15.0,5.333333333333333,60.0,25.0,30.0,23400.0,1.0,80.0,80.0,0.0,18.0,18.0,0.0,15.0,15.0,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.5,0.5,0.5,0.0,0.72,0.72,0.72,0.0,0.96,0.96,0.96,0.0,0.96,BSP_100_O6_0_3_4.xml,50
2,4440.0,18.0,18.0,0.0,19.0,19.0,12.0,1.8333333333333333,60.0,25.0,30.0,36120.0,0.654054054054054,16.0,22.0,4.242640687119285,16.0,22.0,4.242640687119285,12.0,12.0,0.0,0.31666666666666665,0.26666666666666666,0.36666666666666664,0.07071067811865474,0.4,0.4,0.4,0.0,0.76,0.64,0.88,0.16970562748477142,0.24666666666666665,0.17066666666666666,0.32266666666666666,0.10748023074035522,0.49333333333333335,BSP_100_O6_0_3_4.xml,51
1,29680.0,0.0,0.0,0.0,53.0,35.0,16.0,3.3125,60.0,25.0,30.0,15320.0,1.0,53.0,53.0,0.0,35.0,35.0,0.0,16.0,16.0,0.0,0.8833333333333333,0.8833333333333333,0.8833333333333333,0.0,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,1.4,1.4,1.4,0.0,1.2366666666666666,1.2366666666666666,1.2366666666666666,0.0,1.2366666666666666,BSP_100_O6_0_3_4.xml,52
1,13200.0,0.0,0.0,0.0,33.0,20.0,20.0,1.65,60.0,25.0,30.0,31800.0,1.0,33.0,33.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.55,0.55,0.55,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.8,0.8,0.8,0.0,0.44,0.44,0.44,0.0,0.44,BSP_100_O6_0_3_4.xml,53
2,11090.0,50.0,84.5,112.5,25.0,23.5,14.5,2.857142857142857,60.0,25.0,30.0,22820.0,0.8926961226330027,20.0,30.0,7.0710678118654755,17.0,30.0,9.192388155425117,7.0,22.0,10.606601717798213,0.41666666666666663,0.3333333333333333,0.5,0.11785113019775793,0.4833333333333333,0.23333333333333334,0.7333333333333333,0.35355339059327373,0.94,0.68,1.2,0.36769552621700463,0.41333333333333333,0.22666666666666666,0.6,0.26398653164297775,0.8266666666666667,BSP_100_O6_0_3_4.xml,54
1,29325.0,0.0,0.0,0.0,85.0,23.0,15.0,5.666666666666667,60.0,25.0,30.0,15675.0,1.0,85.0,85.0,0.0,23.0,23.0,0.0,15.0,15.0,0.0,1.4166666666666667,1.4166666666666667,1.4166666666666667,0.0,0.5,0.5,0.5,0.0,0.92,0.92,0.92,0.0,1.3033333333333332,1.3033333333333332,1.3033333333333332,0.0,1.3033333333333332,BSP_100_O6_0_3_4.xml,55
1,1008.0,0.0,0.0,0.0,28.0,18.0,2.0,14.0,60.0,25.0,30.0,43992.0,1.0,28.0,28.0,0.0,18.0,18.0,0.0,2.0,2.0,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.72,0.72,0.72,0.0,0.336,0.336,0.336,0.0,0.336,BSP_100_O6_0_3_4.xml,56
1,6450.0,0.0,0.0,0.0,43.0,30.0,5.0,8.6,60.0,25.0,30.0,38550.0,1.0,43.0,43.0,0.0,30.0,30.0,0.0,5.0,5.0,0.0,0.7166666666666667,0.7166666666666667,0.7166666666666667,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,1.2,1.2,1.2,0.0,0.86,0.86,0.86,0.0,0.86,BSP_100_O6_0_3_4.xml,57
1,162000.0,0.0,0.0,0.0,90.0,60.0,30.0,3.0,60.0,25.0,30.0,-117000.0,1.0,90.0,90.0,0.0,60.0,60.0,0.0,30.0,30.0,0.0,1.5,1.5,1.5,0.0,1.0,1.0,1.0,0.0,2.4,2.4,2.4,0.0,3.6,3.6,3.6,0.0,3.6,BSP_100_O6_0_3_4.xml,58
1,8092.0,0.0,0.0,0.0,28.0,17.0,17.0,1.6470588235294117,60.0,25.0,30.0,36908.0,1.0,28.0,28.0,0.0,17.0,17.0,0.0,17.0,17.0,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.0,0.68,0.68,0.68,0.0,0.31733333333333336,0.31733333333333336,0.31733333333333336,0.0,0.31733333333333336,BSP_100_O6_0_3_4.xml,59
2,2500.0,0.0,0.0,0.0,25.0,20.0,5.0,5.0,60.0,25.0,30.0,40000.0,0.5,25.0,25.0,0.0,20.0,20.0,0.0,5.0,5.0,0.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.8,0.8,0.8,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,BSP_100_O6_0_3_4.xml,60
1,33813.0,0.0,0.0,0.0,51.0,51.0,13.0,3.923076923076923,60.0,25.0,30.0,11187.0,1.0,51.0,51.0,0.0,51.0,51.0,0.0,13.0,13.0,0.0,0.85,0.85,0.85,0.0,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.0,2.04,2.04,2.04,0.0,1.734,1.734,1.734,0.0,1.734,BSP_100_O6_0_3_4.xml,61
2,1680.0,0.0,0.0,0.0,20.0,14.0,6.0,3.3333333333333335,60.0,25.0,30.0,41640.0,0.5,20.0,20.0,0.0,14.0,14.0,0.0,6.0,6.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.2,0.2,0.2,0.0,0.56,0.56,0.56,0.0,0.18666666666666668,0.18666666666666668,0.18666666666666668,0.0,0.37333333333333335,BSP_100_O6_0_3_4.xml,62
1,8568.0,0.0,0.0,0.0,28.0,18.0,17.0,1.6470588235294117,60.0,25.0,30.0,36432.0,1.0,28.0,28.0,0.0,18.0,18.0,0.0,17.0,17.0,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.0,0.72,0.72,0.72,0.0,0.336,0.336,0.336,0.0,0.336,BSP_100_O6_0_3_4.xml,63
2,846.5,0.5,0.5,2.0,18.5,11.5,4.0,6.0,60.0,25.0,30.0,43307.0,0.6172474896633195,18.0,19.0,0.7071067811865476,11.0,12.0,0.7071067811865476,3.0,5.0,1.4142135623730951,0.30833333333333335,0.3,0.31666666666666665,0.01178511301977579,0.13333333333333333,0.1,0.16666666666666666,0.04714045207910316,0.45999999999999996,0.44,0.48,0.028284271247461888,0.14166666666666666,0.13933333333333334,0.144,0.0032998316455372114,0.2833333333333333,BSP_100_O6_0_3_4.xml,64
1,115200.0,0.0,0.0,0.0,60.0,60.0,32.0,1.875,60.0,25.0,30.0,-70200.0,1.0,60.0,60.0,0.0,60.0,60.0,0.0,32.0,32.0,0.0,1.0,1.0,1.0,0.0,1.0666666666666667,1.0666666666666667,1.0666666666666667,0.0,2.4,2.4,2.4,0.0,2.4,2.4,2.4,0.0,2.4,BSP_100_O6_0_3_4.xml,65
1,10350.0,0.0,0.0,0.0,30.0,23.0,15.0,2.0,60.0,25.0,30.0,34650.0,1.0,30.0,30.0,0.0,23.0,23.0,0.0,15.0,15.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.92,0.92,0.92,0.0,0.46,0.46,0.46,0.0,0.46,BSP_100_O6_0_3_4.xml,66
2,13500.0,0.0,0.0,0.0,60.0,15.0,15.0,4.0,60.0,25.0,30.0,18000.0,0.5,60.0,60.0,0.0,15.0,15.0,0.0,15.0,15.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.0,0.6,0.6,0.6,0.0,0.6,0.6,0.6,0.0,1.2,BSP_100_O6_0_3_4.xml,67
1,1120.0,0.0,0.0,0.0,16.0,14.0,5.0,3.2,60.0,25.0,30.0,43880.0,1.0,16.0,16.0,0.0,14.0,14.0,0.0,5.0,5.0,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.56,0.56,0.56,0.0,0.14933333333333335,0.14933333333333335,0.14933333333333335,0.0,0.14933333333333335,BSP_100_O6_0_3_4.xml,68
1,42500.0,0.0,0.0,0.0,85.0,50.0,10.0,8.5,60.0,25.0,30.0,2500.0,1.0,85.0,85.0,0.0,50.0,50.0,0.0,10.0,10.0,0.0,1.4166666666666667,1.4166666666666667,1.4166666666666667,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,2.0,2.0,2.0,0.0,2.8333333333333335,2.8333333333333335,2.8333333333333335,0.0,2.8333333333333335,BSP_100_O6_0_3_4.xml,69
2,4250.0,0.0,12.5,12.5,20.0,17.5,12.5,2.0,60.0,25.0,30.0,36500.0,0.5294117647058824,20.0,20.0,0.0,15.0,20.0,3.5355339059327378,10.0,15.0,3.5355339059327378,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.41666666666666663,0.3333333333333333,0.5,0.11785113019775793,0.7,0.6,0.8,0.14142135623730953,0.23333333333333334,0.2,0.26666666666666666,0.04714045207910316,0.4666666666666667,BSP_100_O6_0_3_4.xml,70
1,15120.0,0.0,0.0,0.0,36.0,30.0,14.0,2.5714285714285716,60.0,25.0,30.0,29880.0,1.0,36.0,36.0,0.0,30.0,30.0,0.0,14.0,14.0,0.0,0.6,0.6,0.6,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,1.2,1.2,1.2,0.0,0.72,0.72,0.72,0.0,0.72,BSP_100_O6_0_3_4.xml,71
2,6008.0,128.0,18.0,50.0,28.0,23.0,11.0,6.0,60.0,25.0,30.0,32984.0,0.5326231691078562,20.0,36.0,11.313708498984761,20.0,26.0,4.242640687119285,6.0,16.0,7.0710678118654755,0.4666666666666667,0.3333333333333333,0.6,0.18856180831641267,0.3666666666666667,0.2,0.5333333333333333,0.23570226039551584,0.92,0.8,1.04,0.16970562748477142,0.44533333333333336,0.26666666666666666,0.624,0.252672823143993,0.8906666666666667,BSP_100_O6_0_3_4.xml,72
1,8550.0,0.0,0.0,0.0,38.0,15.0,15.0,2.533333333333333,60.0,25.0,30.0,36450.0,1.0,38.0,38.0,0.0,15.0,15.0,0.0,15.0,15.0,0.0,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.0,0.5,0.5,0.5,0.0,0.6,0.6,0.6,0.0,0.38,0.38,0.38,0.0,0.38,BSP_100_O6_0_3_4.xml,73
2,15412.5,800.0,312.5,0.0,85.0,57.5,3.0,35.0,60.0,25.0,30.0,14175.0,0.7153284671532847,65.0,105.0,28.284271247461902,45.0,70.0,17.67766952966369,3.0,3.0,0.0,1.4166666666666665,1.0833333333333333,1.75,0.47140452079103173,0.1,0.1,0.1,0.0,2.3,1.8,2.8,0.7071067811865474,3.4250000000000003,1.95,4.9,2.0859650045003155,6.85,BSP_100_O6_0_3_4.xml,74
1,127764.0,0.0,0.0,0.0,91.0,78.0,18.0,5.055555555555555,60.0,25.0,30.0,-82764.0,1.0,91.0,91.0,0.0,78.0,78.0,0.0,18.0,18.0,0.0,1.5166666666666666,1.5166666666666666,1.5166666666666666,0.0,0.6,0.6,0.6,0.0,3.12,3.12,3.12,0.0,4.732,4.732,4.732,0.0,4.732,BSP_100_O6_0_3_4.xml,75
2,26920.0,364.5,392.0,0.5,41.5,34.0,16.5,3.235294117647059,60.0,25.0,30.0,-8840.0,0.8335809806835067,28.0,55.0,19.091883092036785,20.0,48.0,19.79898987322333,16.0,17.0,0.7071067811865476,0.6916666666666667,0.4666666666666667,0.9166666666666666,0.31819805153394637,0.55,0.5333333333333333,0.5666666666666667,0.02357022603955158,1.3599999999999999,0.8,1.92,0.7919595949289332,1.0666666666666667,0.37333333333333335,1.76,0.980521403245346,2.1333333333333333,BSP_100_O6_0_3_4.xml,76
1,11232.0,0.0,0.0,0.0,36.0,26.0,12.0,3.0,60.0,25.0,30.0,33768.0,1.0,36.0,36.0,0.0,26.0,26.0,0.0,12.0,12.0,0.0,0.6,0.6,0.6,0.0,0.4,0.4,0.4,0.0,1.04,1.04,1.04,0.0,0.624,0.624,0.624,0.0,0.624,BSP_100_O6_0_3_4.xml,77
2,19656.0,0.0,0.0,0.0,42.0,39.0,12.0,3.5,60.0,25.0,30.0,5688.0,0.5,42.0,42.0,0.0,39.0,39.0,0.0,12.0,12.0,0.0,0.7,0.7,0.7,0.0,0.4,0.4,0.4,0.0,1.56,1.56,1.56,0.0,1.092,1.092,1.092,0.0,2.184,BSP_100_O6_0_3_4.xml,78
1,60762.0,0.0,0.0,0.0,41.0,39.0,38.0,1.0789473684210527,60.0,25.0,30.0,-15762.0,1.0,41.0,41.0,0.0,39.0,39.0,0.0,38.0,38.0,0.0,0.6833333333333333,0.6833333333333333,0.6833333333333333,0.0,1.2666666666666666,1.2666666666666666,1.2666666666666666,0.0,1.56,1.56,1.56,0.0,1.066,1.066,1.066,0.0,1.066,BSP_100_O6_0_3_4.xml,79
2,2057.0,0.0,0.0,0.0,17.0,11.0,11.0,1.5454545454545454,60.0,25.0,30.0,40886.0,0.5,17.0,17.0,0.0,11.0,11.0,0.0,11.0,11.0,0.0,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.0,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.0,0.44,0.44,0.44,0.0,0.12466666666666666,0.12466666666666666,0.12466666666666666,0.0,0.24933333333333332,BSP_100_O6_0_3_4.xml,80
1,4032.0,0.0,0.0,0.0,28.0,12.0,12.0,2.3333333333333335,60.0,25.0,30.0,40968.0,1.0,28.0,28.0,0.0,12.0,12.0,0.0,12.0,12.0,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,0.4,0.4,0.4,0.0,0.48,0.48,0.48,0.0,0.224,0.224,0.224,0.0,0.224,BSP_100_O6_0_3_4.xml,81
1,207270.0,0.0,0.0,0.0,105.0,47.0,42.0,2.5,60.0,25.0,30.0,-162270.0,1.0,105.0,105.0,0.0,47.0,47.0,0.0,42.0,42.0,0.0,1.75,1.75,1.75,0.0,1.4,1.4,1.4,0.0,1.88,1.88,1.88,0.0,3.29,3.29,3.29,0.0,3.29,BSP_100_O6_0_3_4.xml,82
1,5488.0,0.0,0.0,0.0,28.0,14.0,14.0,2.0,60.0,25.0,30.0,39512.0,1.0,28.0,28.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,0.56,0.56,0.56,0.0,0.2613333333333333,0.2613333333333333,0.2613333333333333,0.0,0.2613333333333333,BSP_100_O6_0_3_4.xml,83
1,33072.0,0.0,0.0,0.0,53.0,26.0,24.0,2.2083333333333335,60.0,25.0,30.0,11928.0,1.0,53.0,53.0,0.0,26.0,26.0,0.0,24.0,24.0,0.0,0.8833333333333333,0.8833333333333333,0.8833333333333333,0.0,0.8,0.8,0.8,0.0,1.04,1.04,1.04,0.0,0.9186666666666666,0.9186666666666666,0.9186666666666666,0.0,0.9186666666666666,BSP_100_O6_0_3_4.xml,84
2,18900.0,0.0,112.5,162.0,60.0,22.5,11.0,30.0,60.0,25.0,30.0,7200.0,0.9523809523809523,60.0,60.0,0.0,15.0,30.0,10.606601717798213,2.0,20.0,12.727922061357855,1.0,1.0,1.0,0.0,0.36666666666666664,0.06666666666666667,0.6666666666666666,0.4242640687119285,0.8999999999999999,0.6,1.2,0.4242640687119285,0.8999999999999999,0.6,1.2,0.4242640687119285,1.8,BSP_100_O6_0_3_4.xml,85
1,32076.0,0.0,0.0,0.0,36.0,33.0,27.0,1.3333333333333333,60.0,25.0,30.0,12924.0,1.0,36.0,36.0,0.0,33.0,33.0,0.0,27.0,27.0,0.0,0.6,0.6,0.6,0.0,0.9,0.9,0.9,0.0,1.32,1.32,1.32,0.0,0.792,0.792,0.792,0.0,0.792,BSP_100_O6_0_3_4.xml,86
2,18502.5,760.5,98.0,84.5,40.5,22.0,13.5,3.0,60.0,25.0,30.0,7995.0,0.9404134576408594,21.0,60.0,27.577164466275352,15.0,29.0,9.899494936611665,7.0,20.0,9.192388155425117,0.675,0.35,1.0,0.4596194077712559,0.44999999999999996,0.23333333333333334,0.6666666666666666,0.30641293851417056,0.8799999999999999,0.6,1.16,0.3959797974644666,0.6849999999999999,0.21,1.16,0.6717514421272202,1.37,BSP_100_O6_0_3_4.xml,87
1,19200.0,0.0,0.0,0.0,32.0,30.0,20.0,1.6,60.0,25.0,30.0,25800.0,1.0,32.0,32.0,0.0,30.0,30.0,0.0,20.0,20.0,0.0,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.2,1.2,1.2,0.0,0.64,0.64,0.64,0.0,0.64,BSP_100_O6_0_3_4.xml,88
3,7144.0,21.333333333333336,1.3333333333333333,3.0,23.333333333333332,19.333333333333332,16.0,1.7333333333333334,60.0,25.0,30.0,23568.0,0.3639417693169093,18.0,26.0,4.618802153517007,18.0,20.0,1.1547005383792515,15.0,18.0,1.7320508075688772,0.3888888888888889,0.3,0.43333333333333335,0.07698003589195011,0.5333333333333333,0.5,0.6,0.05773502691896257,0.7733333333333334,0.72,0.8,0.046188021535170105,0.3031111111111111,0.216,0.3466666666666667,0.07544043517411111,0.9093333333333333,BSP_100_O6_0_3_4.xml,89
1,24024.0,0.0,0.0,0.0,52.0,22.0,21.0,2.4761904761904763,60.0,25.0,30.0,20976.0,1.0,52.0,52.0,0.0,22.0,22.0,0.0,21.0,21.0,0.0,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.0,0.7,0.7,0.7,0.0,0.88,0.88,0.88,0.0,0.7626666666666667,0.7626666666666667,0.7626666666666667,0.0,0.7626666666666667,BSP_100_O6_0_3_4.xml,90
