instance_name,order_id,p,q,r
BSP_100_O6_1_2_4.xml,40,35.0,12.0,6.0
BSP_100_O6_1_2_4.xml,41,30.0,30.0,30.0
BSP_100_O6_1_2_4.xml,41,24.0,17.0,11.0
BSP_100_O6_1_2_4.xml,42,26.0,17.0,12.0
BSP_100_O6_1_2_4.xml,43,28.0,16.0,5.0
BSP_100_O6_1_2_4.xml,43,28.0,16.0,5.0
BSP_100_O6_1_2_4.xml,43,28.0,16.0,5.0
BSP_100_O6_1_2_4.xml,44,63.0,63.0,25.0
BSP_100_O6_1_2_4.xml,45,52.0,52.0,6.0
BSP_100_O6_1_2_4.xml,46,16.0,16.0,14.0
BSP_100_O6_1_2_4.xml,47,25.0,25.0,20.0
BSP_100_O6_1_2_4.xml,47,25.0,25.0,20.0
BSP_100_O6_1_2_4.xml,48,42.0,33.0,15.0
BSP_100_O6_1_2_4.xml,49,29.0,25.0,18.0
BSP_100_O6_1_2_4.xml,50,22.0,19.0,3.0
BSP_100_O6_1_2_4.xml,51,24.0,23.0,15.0
BSP_100_O6_1_2_4.xml,51,24.0,23.0,15.0
BSP_100_O6_1_2_4.xml,52,30.0,12.0,6.0
BSP_100_O6_1_2_4.xml,52,30.0,12.0,6.0
BSP_100_O6_1_2_4.xml,53,31.0,29.0,6.0
BSP_100_O6_1_2_4.xml,54,20.0,12.0,12.0
BSP_100_O6_1_2_4.xml,54,20.0,12.0,12.0
BSP_100_O6_1_2_4.xml,55,25.0,20.0,6.0
BSP_100_O6_1_2_4.xml,56,36.0,35.0,20.0
BSP_100_O6_1_2_4.xml,56,18.0,17.0,10.0
BSP_100_O6_1_2_4.xml,57,45.0,41.0,11.0
BSP_100_O6_1_2_4.xml,58,25.0,20.0,16.0
BSP_100_O6_1_2_4.xml,59,68.0,23.0,20.0
BSP_100_O6_1_2_4.xml,59,68.0,23.0,20.0
BSP_100_O6_1_2_4.xml,60,40.0,30.0,6.0
BSP_100_O6_1_2_4.xml,60,42.0,34.0,23.0
BSP_100_O6_1_2_4.xml,61,16.0,16.0,16.0
BSP_100_O6_1_2_4.xml,61,17.0,13.0,13.0
BSP_100_O6_1_2_4.xml,62,53.0,19.0,19.0
BSP_100_O6_1_2_4.xml,63,25.0,21.0,3.0
BSP_100_O6_1_2_4.xml,64,50.0,40.0,15.0
BSP_100_O6_1_2_4.xml,64,50.0,40.0,15.0
BSP_100_O6_1_2_4.xml,65,33.0,22.0,6.0
BSP_100_O6_1_2_4.xml,65,22.0,20.0,15.0
BSP_100_O6_1_2_4.xml,66,60.0,23.0,13.0
BSP_100_O6_1_2_4.xml,67,48.0,40.0,7.0
BSP_100_O6_1_2_4.xml,68,34.0,15.0,4.0
BSP_100_O6_1_2_4.xml,69,82.0,82.0,13.0
BSP_100_O6_1_2_4.xml,69,71.0,13.0,2.0
BSP_100_O6_1_2_4.xml,70,25.0,18.0,6.0
BSP_100_O6_1_2_4.xml,71,33.0,24.0,24.0
BSP_100_O6_1_2_4.xml,72,65.0,55.0,45.0
BSP_100_O6_1_2_4.xml,73,45.0,34.0,15.0
BSP_100_O6_1_2_4.xml,74,40.0,25.0,16.0
BSP_100_O6_1_2_4.xml,75,48.0,46.0,15.0
BSP_100_O6_1_2_4.xml,76,67.0,43.0,29.0
BSP_100_O6_1_2_4.xml,76,67.0,43.0,29.0
BSP_100_O6_1_2_4.xml,77,42.0,32.0,5.0
BSP_100_O6_1_2_4.xml,78,29.0,19.0,14.0
BSP_100_O6_1_2_4.xml,79,26.0,13.0,5.0
BSP_100_O6_1_2_4.xml,80,51.0,23.0,19.0
BSP_100_O6_1_2_4.xml,80,51.0,23.0,19.0
BSP_100_O6_1_2_4.xml,80,51.0,23.0,19.0
BSP_100_O6_1_2_4.xml,81,26.0,18.0,14.0
BSP_100_O6_1_2_4.xml,82,29.0,26.0,24.0
BSP_100_O6_1_2_4.xml,83,43.0,35.0,26.0
BSP_100_O6_1_2_4.xml,84,101.0,35.0,35.0
BSP_100_O6_1_2_4.xml,85,40.0,40.0,32.0
BSP_100_O6_1_2_4.xml,86,21.0,16.0,3.0
BSP_100_O6_1_2_4.xml,86,21.0,15.0,7.0
BSP_100_O6_1_2_4.xml,86,21.0,15.0,7.0
BSP_100_O6_1_2_4.xml,87,25.0,14.0,7.0
BSP_100_O6_1_2_4.xml,87,30.0,20.0,10.0
BSP_100_O6_1_2_4.xml,88,45.0,45.0,35.0
BSP_100_O6_1_2_4.xml,88,30.0,20.0,20.0
BSP_100_O6_1_2_4.xml,89,28.0,27.0,16.0
BSP_100_O6_1_2_4.xml,90,44.0,43.0,40.0
BSP_100_O6_1_2_4.xml,91,19.0,11.0,11.0
BSP_100_O6_1_2_4.xml,91,25.0,11.0,11.0
BSP_100_O6_1_2_4.xml,91,25.0,11.0,11.0
BSP_100_O6_1_2_4.xml,91,19.0,11.0,11.0
BSP_100_O6_1_2_4.xml,92,46.0,39.0,13.0
BSP_100_O6_1_2_4.xml,92,41.0,36.0,8.0
BSP_100_O6_1_2_4.xml,92,34.0,32.0,7.0
BSP_100_O6_1_2_4.xml,93,33.0,25.0,14.0
BSP_100_O6_1_2_4.xml,93,33.0,25.0,14.0
BSP_100_O6_1_2_4.xml,93,33.0,25.0,14.0
BSP_100_O6_1_2_4.xml,94,20.0,16.0,11.0
BSP_100_O6_1_2_4.xml,94,16.0,15.0,11.0
BSP_100_O6_1_2_4.xml,94,16.0,11.0,2.0
BSP_100_O6_1_2_4.xml,94,40.0,40.0,40.0
BSP_100_O6_1_2_4.xml,95,30.0,30.0,22.0
BSP_100_O6_1_2_4.xml,95,30.0,30.0,22.0
BSP_100_O6_1_2_4.xml,95,30.0,30.0,22.0
BSP_100_O6_1_2_4.xml,95,55.0,55.0,30.0
BSP_100_O6_1_2_4.xml,96,25.0,24.0,8.0
BSP_100_O6_1_2_4.xml,96,25.0,24.0,8.0
BSP_100_O6_1_2_4.xml,96,25.0,24.0,8.0
BSP_100_O6_1_2_4.xml,96,25.0,24.0,8.0
BSP_100_O6_1_2_4.xml,97,20.0,20.0,20.0
BSP_100_O6_1_2_4.xml,97,16.0,16.0,14.0
BSP_100_O6_1_2_4.xml,97,16.0,16.0,14.0
BSP_100_O6_1_2_4.xml,97,16.0,16.0,14.0
BSP_100_O6_1_2_4.xml,98,19.0,14.0,12.0
BSP_100_O6_1_2_4.xml,98,19.0,14.0,12.0
BSP_100_O6_1_2_4.xml,98,19.0,14.0,12.0
BSP_100_O6_1_2_4.xml,98,19.0,14.0,12.0
BSP_100_O6_1_2_4.xml,98,19.0,14.0,12.0
BSP_100_O6_1_2_4.xml,99,30.0,17.0,15.0
BSP_100_O6_1_2_4.xml,99,30.0,17.0,15.0
BSP_100_O6_1_2_4.xml,99,30.0,17.0,15.0
BSP_100_O6_1_2_4.xml,99,30.0,17.0,15.0
BSP_100_O6_1_2_4.xml,99,30.0,17.0,15.0
BSP_100_O6_1_2_4.xml,99,30.0,17.0,15.0
BSP_100_O6_1_2_5.xml,0,30.0,30.0,10.0
BSP_100_O6_1_2_5.xml,0,18.0,15.0,13.0
BSP_100_O6_1_2_5.xml,1,51.0,15.0,15.0
BSP_100_O6_1_2_5.xml,2,26.0,18.0,11.0
BSP_100_O6_1_2_5.xml,3,63.0,63.0,11.0
BSP_100_O6_1_2_5.xml,3,70.0,70.0,8.0
BSP_100_O6_1_2_5.xml,4,50.0,35.0,2.0
BSP_100_O6_1_2_5.xml,4,50.0,35.0,2.0
BSP_100_O6_1_2_5.xml,5,54.0,48.0,28.0
BSP_100_O6_1_2_5.xml,6,64.0,60.0,60.0
BSP_100_O6_1_2_5.xml,7,28.0,21.0,4.0
BSP_100_O6_1_2_5.xml,8,16.0,12.0,3.0
BSP_100_O6_1_2_5.xml,9,45.0,20.0,10.0
BSP_100_O6_1_2_5.xml,10,20.0,15.0,15.0
BSP_100_O6_1_2_5.xml,10,20.0,20.0,20.0
BSP_100_O6_1_2_5.xml,11,18.0,18.0,18.0
BSP_100_O6_1_2_5.xml,11,18.0,18.0,18.0
BSP_100_O6_1_2_5.xml,12,70.0,11.0,5.0
BSP_100_O6_1_2_5.xml,12,70.0,11.0,5.0
BSP_100_O6_1_2_5.xml,13,52.0,50.0,50.0
BSP_100_O6_1_2_5.xml,13,52.0,50.0,50.0
BSP_100_O6_1_2_5.xml,14,45.0,20.0,16.0
BSP_100_O6_1_2_5.xml,14,45.0,20.0,16.0
BSP_100_O6_1_2_5.xml,14,45.0,20.0,16.0
BSP_100_O6_1_2_5.xml,15,20.0,16.0,15.0
BSP_100_O6_1_2_5.xml,15,20.0,16.0,15.0
BSP_100_O6_1_2_5.xml,16,18.0,11.0,8.0
BSP_100_O6_1_2_5.xml,16,16.0,11.0,7.0
BSP_100_O6_1_2_5.xml,17,80.0,14.0,14.0
BSP_100_O6_1_2_5.xml,18,58.0,51.0,29.0
BSP_100_O6_1_2_5.xml,19,18.0,15.0,8.0
BSP_100_O6_1_2_5.xml,20,33.0,23.0,5.0
BSP_100_O6_1_2_5.xml,20,40.0,30.0,20.0
BSP_100_O6_1_2_5.xml,20,25.0,20.0,10.0
BSP_100_O6_1_2_5.xml,21,16.0,16.0,7.0
BSP_100_O6_1_2_5.xml,21,16.0,16.0,7.0
BSP_100_O6_1_2_5.xml,22,33.0,24.0,13.0
BSP_100_O6_1_2_5.xml,23,24.0,24.0,12.0
BSP_100_O6_1_2_5.xml,24,30.0,20.0,3.0
BSP_100_O6_1_2_5.xml,24,30.0,20.0,3.0
BSP_100_O6_1_2_5.xml,25,66.0,20.0,20.0
BSP_100_O6_1_2_5.xml,25,66.0,20.0,20.0
BSP_100_O6_1_2_5.xml,26,40.0,33.0,24.0
BSP_100_O6_1_2_5.xml,27,36.0,14.0,5.0
BSP_100_O6_1_2_5.xml,28,35.0,32.0,28.0
BSP_100_O6_1_2_5.xml,29,26.0,17.0,17.0
BSP_100_O6_1_2_5.xml,29,26.0,17.0,17.0
BSP_100_O6_1_2_5.xml,29,26.0,17.0,17.0
BSP_100_O6_1_2_5.xml,30,77.0,34.0,14.0
BSP_100_O6_1_2_5.xml,31,70.0,50.0,15.0
BSP_100_O6_1_2_5.xml,31,35.0,35.0,15.0
BSP_100_O6_1_2_5.xml,32,19.0,17.0,14.0
BSP_100_O6_1_2_5.xml,33,20.0,20.0,11.0
BSP_100_O6_1_2_5.xml,34,25.0,18.0,2.0
BSP_100_O6_1_2_5.xml,34,25.0,18.0,2.0
BSP_100_O6_1_2_5.xml,35,28.0,24.0,21.0
BSP_100_O6_1_2_5.xml,36,18.0,11.0,6.0
BSP_100_O6_1_2_5.xml,36,23.0,23.0,23.0
BSP_100_O6_1_2_5.xml,37,105.0,13.0,13.0
BSP_100_O6_1_2_5.xml,38,36.0,20.0,20.0
BSP_100_O6_1_2_5.xml,39,27.0,27.0,22.0
BSP_100_O6_1_2_5.xml,39,27.0,27.0,22.0
BSP_100_O6_1_2_5.xml,40,35.0,12.0,6.0
BSP_100_O6_1_2_5.xml,41,30.0,30.0,30.0
BSP_100_O6_1_2_5.xml,41,24.0,17.0,11.0
BSP_100_O6_1_2_5.xml,42,26.0,17.0,12.0
BSP_100_O6_1_2_5.xml,43,28.0,16.0,5.0
BSP_100_O6_1_2_5.xml,43,28.0,16.0,5.0
BSP_100_O6_1_2_5.xml,43,28.0,16.0,5.0
BSP_100_O6_1_2_5.xml,44,63.0,63.0,25.0
BSP_100_O6_1_2_5.xml,45,52.0,52.0,6.0
BSP_100_O6_1_2_5.xml,46,16.0,16.0,14.0
BSP_100_O6_1_2_5.xml,47,25.0,25.0,20.0
BSP_100_O6_1_2_5.xml,47,25.0,25.0,20.0
BSP_100_O6_1_2_5.xml,48,42.0,33.0,15.0
BSP_100_O6_1_2_5.xml,49,29.0,25.0,18.0
BSP_100_O6_1_2_5.xml,50,22.0,19.0,3.0
BSP_100_O6_1_2_5.xml,51,24.0,23.0,15.0
BSP_100_O6_1_2_5.xml,51,24.0,23.0,15.0
BSP_100_O6_1_2_5.xml,52,30.0,12.0,6.0
BSP_100_O6_1_2_5.xml,52,30.0,12.0,6.0
BSP_100_O6_1_2_5.xml,53,31.0,29.0,6.0
BSP_100_O6_1_2_5.xml,54,20.0,12.0,12.0
BSP_100_O6_1_2_5.xml,54,20.0,12.0,12.0
BSP_100_O6_1_2_5.xml,55,25.0,20.0,6.0
BSP_100_O6_1_2_5.xml,56,36.0,35.0,20.0
BSP_100_O6_1_2_5.xml,56,18.0,17.0,10.0
BSP_100_O6_1_2_5.xml,57,45.0,41.0,11.0
BSP_100_O6_1_2_5.xml,58,25.0,20.0,16.0
BSP_100_O6_1_2_5.xml,59,68.0,23.0,20.0
BSP_100_O6_1_2_5.xml,59,68.0,23.0,20.0
BSP_100_O6_1_2_5.xml,60,40.0,30.0,6.0
BSP_100_O6_1_2_5.xml,60,42.0,34.0,23.0
BSP_100_O6_1_2_5.xml,61,16.0,16.0,16.0
BSP_100_O6_1_2_5.xml,61,17.0,13.0,13.0
BSP_100_O6_1_2_5.xml,62,53.0,19.0,19.0
BSP_100_O6_1_2_5.xml,63,25.0,21.0,3.0
BSP_100_O6_1_2_5.xml,64,50.0,40.0,15.0
BSP_100_O6_1_2_5.xml,64,50.0,40.0,15.0
BSP_100_O6_1_2_5.xml,65,33.0,22.0,6.0
BSP_100_O6_1_2_5.xml,65,22.0,20.0,15.0
BSP_100_O6_1_2_5.xml,66,60.0,23.0,13.0
BSP_100_O6_1_2_5.xml,67,48.0,40.0,7.0
BSP_100_O6_1_2_5.xml,68,34.0,15.0,4.0
BSP_100_O6_1_2_5.xml,69,82.0,82.0,13.0
BSP_100_O6_1_2_5.xml,69,71.0,13.0,2.0
BSP_100_O6_1_2_5.xml,70,25.0,18.0,6.0
BSP_100_O6_1_2_5.xml,71,33.0,24.0,24.0
BSP_100_O6_1_2_5.xml,72,65.0,55.0,45.0
BSP_100_O6_1_2_5.xml,73,45.0,34.0,15.0
BSP_100_O6_1_2_5.xml,74,40.0,25.0,16.0
BSP_100_O6_1_2_5.xml,75,48.0,46.0,15.0
BSP_100_O6_1_2_5.xml,76,67.0,43.0,29.0
BSP_100_O6_1_2_5.xml,76,67.0,43.0,29.0
BSP_100_O6_1_2_5.xml,77,42.0,32.0,5.0
BSP_100_O6_1_2_5.xml,78,29.0,19.0,14.0
BSP_100_O6_1_2_5.xml,79,26.0,13.0,5.0
BSP_100_O6_1_2_5.xml,80,51.0,23.0,19.0
BSP_100_O6_1_2_5.xml,80,51.0,23.0,19.0
BSP_100_O6_1_2_5.xml,80,51.0,23.0,19.0
BSP_100_O6_1_2_5.xml,81,26.0,18.0,14.0
BSP_100_O6_1_2_5.xml,82,29.0,26.0,24.0
BSP_100_O6_1_2_5.xml,83,43.0,35.0,26.0
BSP_100_O6_1_2_5.xml,84,101.0,35.0,35.0
BSP_100_O6_1_2_5.xml,85,40.0,40.0,32.0
BSP_100_O6_1_2_5.xml,86,21.0,16.0,3.0
BSP_100_O6_1_2_5.xml,86,21.0,15.0,7.0
BSP_100_O6_1_2_5.xml,86,21.0,15.0,7.0
BSP_100_O6_1_2_5.xml,87,25.0,14.0,7.0
BSP_100_O6_1_2_5.xml,87,30.0,20.0,10.0
BSP_100_O6_1_2_5.xml,88,45.0,45.0,35.0
BSP_100_O6_1_2_5.xml,88,30.0,20.0,20.0
BSP_100_O6_1_2_5.xml,89,28.0,27.0,16.0
BSP_100_O6_1_2_5.xml,90,44.0,43.0,40.0
BSP_100_O6_1_2_5.xml,91,19.0,11.0,11.0
BSP_100_O6_1_2_5.xml,91,25.0,11.0,11.0
BSP_100_O6_1_2_5.xml,91,25.0,11.0,11.0
BSP_100_O6_1_2_5.xml,91,19.0,11.0,11.0
BSP_100_O6_1_2_5.xml,92,46.0,39.0,13.0
BSP_100_O6_1_2_5.xml,92,41.0,36.0,8.0
BSP_100_O6_1_2_5.xml,92,34.0,32.0,7.0
BSP_100_O6_1_2_5.xml,93,33.0,25.0,14.0
BSP_100_O6_1_2_5.xml,93,33.0,25.0,14.0
BSP_100_O6_1_2_5.xml,93,33.0,25.0,14.0
BSP_100_O6_1_2_5.xml,94,20.0,16.0,11.0
BSP_100_O6_1_2_5.xml,94,16.0,15.0,11.0
BSP_100_O6_1_2_5.xml,94,16.0,11.0,2.0
BSP_100_O6_1_2_5.xml,94,40.0,40.0,40.0
BSP_100_O6_1_2_5.xml,95,30.0,30.0,22.0
BSP_100_O6_1_2_5.xml,95,30.0,30.0,22.0
BSP_100_O6_1_2_5.xml,95,30.0,30.0,22.0
BSP_100_O6_1_2_5.xml,95,55.0,55.0,30.0
BSP_100_O6_1_2_5.xml,96,25.0,24.0,8.0
BSP_100_O6_1_2_5.xml,96,25.0,24.0,8.0
BSP_100_O6_1_2_5.xml,96,25.0,24.0,8.0
BSP_100_O6_1_2_5.xml,96,25.0,24.0,8.0
BSP_100_O6_1_2_5.xml,97,20.0,20.0,20.0
BSP_100_O6_1_2_5.xml,97,16.0,16.0,14.0
BSP_100_O6_1_2_5.xml,97,16.0,16.0,14.0
BSP_100_O6_1_2_5.xml,97,16.0,16.0,14.0
BSP_100_O6_1_2_5.xml,98,19.0,14.0,12.0
BSP_100_O6_1_2_5.xml,98,19.0,14.0,12.0
BSP_100_O6_1_2_5.xml,98,19.0,14.0,12.0
BSP_100_O6_1_2_5.xml,98,19.0,14.0,12.0
BSP_100_O6_1_2_5.xml,98,19.0,14.0,12.0
BSP_100_O6_1_2_5.xml,99,30.0,17.0,15.0
BSP_100_O6_1_2_5.xml,99,30.0,17.0,15.0
BSP_100_O6_1_2_5.xml,99,30.0,17.0,15.0
BSP_100_O6_1_2_5.xml,99,30.0,17.0,15.0
BSP_100_O6_1_2_5.xml,99,30.0,17.0,15.0
BSP_100_O6_1_2_5.xml,99,30.0,17.0,15.0
BSP_100_O6_1_2_6.xml,0,30.0,30.0,10.0
BSP_100_O6_1_2_6.xml,0,18.0,15.0,13.0
BSP_100_O6_1_2_6.xml,1,51.0,15.0,15.0
BSP_100_O6_1_2_6.xml,2,26.0,18.0,11.0
BSP_100_O6_1_2_6.xml,3,63.0,63.0,11.0
BSP_100_O6_1_2_6.xml,3,70.0,70.0,8.0
BSP_100_O6_1_2_6.xml,4,50.0,35.0,2.0
BSP_100_O6_1_2_6.xml,4,50.0,35.0,2.0
BSP_100_O6_1_2_6.xml,5,54.0,48.0,28.0
BSP_100_O6_1_2_6.xml,6,64.0,60.0,60.0
BSP_100_O6_1_2_6.xml,7,28.0,21.0,4.0
BSP_100_O6_1_2_6.xml,8,16.0,12.0,3.0
BSP_100_O6_1_2_6.xml,9,45.0,20.0,10.0
BSP_100_O6_1_2_6.xml,10,20.0,15.0,15.0
BSP_100_O6_1_2_6.xml,10,20.0,20.0,20.0
BSP_100_O6_1_2_6.xml,11,18.0,18.0,18.0
BSP_100_O6_1_2_6.xml,11,18.0,18.0,18.0
BSP_100_O6_1_2_6.xml,12,70.0,11.0,5.0
BSP_100_O6_1_2_6.xml,12,70.0,11.0,5.0
BSP_100_O6_1_2_6.xml,13,52.0,50.0,50.0
BSP_100_O6_1_2_6.xml,13,52.0,50.0,50.0
BSP_100_O6_1_2_6.xml,14,45.0,20.0,16.0
BSP_100_O6_1_2_6.xml,14,45.0,20.0,16.0
BSP_100_O6_1_2_6.xml,14,45.0,20.0,16.0
BSP_100_O6_1_2_6.xml,15,20.0,16.0,15.0
BSP_100_O6_1_2_6.xml,15,20.0,16.0,15.0
BSP_100_O6_1_2_6.xml,16,18.0,11.0,8.0
BSP_100_O6_1_2_6.xml,16,16.0,11.0,7.0
BSP_100_O6_1_2_6.xml,17,80.0,14.0,14.0
BSP_100_O6_1_2_6.xml,18,58.0,51.0,29.0
BSP_100_O6_1_2_6.xml,19,18.0,15.0,8.0
BSP_100_O6_1_2_6.xml,20,33.0,23.0,5.0
BSP_100_O6_1_2_6.xml,20,40.0,30.0,20.0
BSP_100_O6_1_2_6.xml,20,25.0,20.0,10.0
BSP_100_O6_1_2_6.xml,21,16.0,16.0,7.0
BSP_100_O6_1_2_6.xml,21,16.0,16.0,7.0
BSP_100_O6_1_2_6.xml,22,33.0,24.0,13.0
BSP_100_O6_1_2_6.xml,23,24.0,24.0,12.0
BSP_100_O6_1_2_6.xml,24,30.0,20.0,3.0
BSP_100_O6_1_2_6.xml,24,30.0,20.0,3.0
BSP_100_O6_1_2_6.xml,25,66.0,20.0,20.0
BSP_100_O6_1_2_6.xml,25,66.0,20.0,20.0
BSP_100_O6_1_2_6.xml,26,40.0,33.0,24.0
BSP_100_O6_1_2_6.xml,27,36.0,14.0,5.0
BSP_100_O6_1_2_6.xml,28,35.0,32.0,28.0
BSP_100_O6_1_2_6.xml,29,26.0,17.0,17.0
BSP_100_O6_1_2_6.xml,29,26.0,17.0,17.0
BSP_100_O6_1_2_6.xml,29,26.0,17.0,17.0
BSP_100_O6_1_2_6.xml,30,77.0,34.0,14.0
BSP_100_O6_1_2_6.xml,31,70.0,50.0,15.0
BSP_100_O6_1_2_6.xml,31,35.0,35.0,15.0
BSP_100_O6_1_2_6.xml,32,19.0,17.0,14.0
BSP_100_O6_1_2_6.xml,33,20.0,20.0,11.0
BSP_100_O6_1_2_6.xml,34,25.0,18.0,2.0
BSP_100_O6_1_2_6.xml,34,25.0,18.0,2.0
BSP_100_O6_1_2_6.xml,35,28.0,24.0,21.0
BSP_100_O6_1_2_6.xml,36,18.0,11.0,6.0
BSP_100_O6_1_2_6.xml,36,23.0,23.0,23.0
BSP_100_O6_1_2_6.xml,37,105.0,13.0,13.0
BSP_100_O6_1_2_6.xml,38,36.0,20.0,20.0
BSP_100_O6_1_2_6.xml,39,27.0,27.0,22.0
BSP_100_O6_1_2_6.xml,39,27.0,27.0,22.0
BSP_100_O6_1_2_6.xml,40,35.0,12.0,6.0
BSP_100_O6_1_2_6.xml,41,30.0,30.0,30.0
BSP_100_O6_1_2_6.xml,41,24.0,17.0,11.0
BSP_100_O6_1_2_6.xml,42,26.0,17.0,12.0
BSP_100_O6_1_2_6.xml,43,28.0,16.0,5.0
BSP_100_O6_1_2_6.xml,43,28.0,16.0,5.0
BSP_100_O6_1_2_6.xml,43,28.0,16.0,5.0
BSP_100_O6_1_2_6.xml,44,63.0,63.0,25.0
BSP_100_O6_1_2_6.xml,45,52.0,52.0,6.0
BSP_100_O6_1_2_6.xml,46,16.0,16.0,14.0
BSP_100_O6_1_2_6.xml,47,25.0,25.0,20.0
BSP_100_O6_1_2_6.xml,47,25.0,25.0,20.0
BSP_100_O6_1_2_6.xml,48,42.0,33.0,15.0
BSP_100_O6_1_2_6.xml,49,29.0,25.0,18.0
BSP_100_O6_1_2_6.xml,50,22.0,19.0,3.0
BSP_100_O6_1_2_6.xml,51,24.0,23.0,15.0
BSP_100_O6_1_2_6.xml,51,24.0,23.0,15.0
BSP_100_O6_1_2_6.xml,52,30.0,12.0,6.0
BSP_100_O6_1_2_6.xml,52,30.0,12.0,6.0
BSP_100_O6_1_2_6.xml,53,31.0,29.0,6.0
BSP_100_O6_1_2_6.xml,54,20.0,12.0,12.0
BSP_100_O6_1_2_6.xml,54,20.0,12.0,12.0
BSP_100_O6_1_2_6.xml,55,25.0,20.0,6.0
BSP_100_O6_1_2_6.xml,56,36.0,35.0,20.0
BSP_100_O6_1_2_6.xml,56,18.0,17.0,10.0
BSP_100_O6_1_2_6.xml,57,45.0,41.0,11.0
BSP_100_O6_1_2_6.xml,58,25.0,20.0,16.0
BSP_100_O6_1_2_6.xml,59,68.0,23.0,20.0
BSP_100_O6_1_2_6.xml,59,68.0,23.0,20.0
BSP_100_O6_1_2_6.xml,60,40.0,30.0,6.0
BSP_100_O6_1_2_6.xml,60,42.0,34.0,23.0
BSP_100_O6_1_2_6.xml,61,16.0,16.0,16.0
BSP_100_O6_1_2_6.xml,61,17.0,13.0,13.0
BSP_100_O6_1_2_6.xml,62,53.0,19.0,19.0
BSP_100_O6_1_2_6.xml,63,25.0,21.0,3.0
BSP_100_O6_1_2_6.xml,64,50.0,40.0,15.0
BSP_100_O6_1_2_6.xml,64,50.0,40.0,15.0
BSP_100_O6_1_2_6.xml,65,33.0,22.0,6.0
BSP_100_O6_1_2_6.xml,65,22.0,20.0,15.0
BSP_100_O6_1_2_6.xml,66,60.0,23.0,13.0
BSP_100_O6_1_2_6.xml,67,48.0,40.0,7.0
BSP_100_O6_1_2_6.xml,68,34.0,15.0,4.0
BSP_100_O6_1_2_6.xml,69,82.0,82.0,13.0
BSP_100_O6_1_2_6.xml,69,71.0,13.0,2.0
BSP_100_O6_1_2_6.xml,70,25.0,18.0,6.0
BSP_100_O6_1_2_6.xml,71,33.0,24.0,24.0
BSP_100_O6_1_2_6.xml,72,65.0,55.0,45.0
BSP_100_O6_1_2_6.xml,73,45.0,34.0,15.0
BSP_100_O6_1_2_6.xml,74,40.0,25.0,16.0
BSP_100_O6_1_2_6.xml,75,48.0,46.0,15.0
BSP_100_O6_1_2_6.xml,76,67.0,43.0,29.0
BSP_100_O6_1_2_6.xml,76,67.0,43.0,29.0
BSP_100_O6_1_2_6.xml,77,42.0,32.0,5.0
BSP_100_O6_1_2_6.xml,78,29.0,19.0,14.0
BSP_100_O6_1_2_6.xml,79,26.0,13.0,5.0
BSP_100_O6_1_2_6.xml,80,51.0,23.0,19.0
BSP_100_O6_1_2_6.xml,80,51.0,23.0,19.0
BSP_100_O6_1_2_6.xml,80,51.0,23.0,19.0
BSP_100_O6_1_2_6.xml,81,26.0,18.0,14.0
BSP_100_O6_1_2_6.xml,82,29.0,26.0,24.0
BSP_100_O6_1_2_6.xml,83,43.0,35.0,26.0
BSP_100_O6_1_2_6.xml,84,101.0,35.0,35.0
BSP_100_O6_1_2_6.xml,85,40.0,40.0,32.0
BSP_100_O6_1_2_6.xml,86,21.0,16.0,3.0
BSP_100_O6_1_2_6.xml,86,21.0,15.0,7.0
BSP_100_O6_1_2_6.xml,86,21.0,15.0,7.0
BSP_100_O6_1_2_6.xml,87,25.0,14.0,7.0
BSP_100_O6_1_2_6.xml,87,30.0,20.0,10.0
BSP_100_O6_1_2_6.xml,88,45.0,45.0,35.0
BSP_100_O6_1_2_6.xml,88,30.0,20.0,20.0
BSP_100_O6_1_2_6.xml,89,28.0,27.0,16.0
BSP_100_O6_1_2_6.xml,90,44.0,43.0,40.0
BSP_100_O6_1_2_6.xml,91,19.0,11.0,11.0
BSP_100_O6_1_2_6.xml,91,25.0,11.0,11.0
BSP_100_O6_1_2_6.xml,91,25.0,11.0,11.0
BSP_100_O6_1_2_6.xml,91,19.0,11.0,11.0
BSP_100_O6_1_2_6.xml,92,46.0,39.0,13.0
BSP_100_O6_1_2_6.xml,92,41.0,36.0,8.0
BSP_100_O6_1_2_6.xml,92,34.0,32.0,7.0
BSP_100_O6_1_2_6.xml,93,33.0,25.0,14.0
BSP_100_O6_1_2_6.xml,93,33.0,25.0,14.0
BSP_100_O6_1_2_6.xml,93,33.0,25.0,14.0
BSP_100_O6_1_2_6.xml,94,20.0,16.0,11.0
BSP_100_O6_1_2_6.xml,94,16.0,15.0,11.0
BSP_100_O6_1_2_6.xml,94,16.0,11.0,2.0
BSP_100_O6_1_2_6.xml,94,40.0,40.0,40.0
BSP_100_O6_1_2_6.xml,95,30.0,30.0,22.0
BSP_100_O6_1_2_6.xml,95,30.0,30.0,22.0
BSP_100_O6_1_2_6.xml,95,30.0,30.0,22.0
BSP_100_O6_1_2_6.xml,95,55.0,55.0,30.0
BSP_100_O6_1_2_6.xml,96,25.0,24.0,8.0
BSP_100_O6_1_2_6.xml,96,25.0,24.0,8.0
BSP_100_O6_1_2_6.xml,96,25.0,24.0,8.0
BSP_100_O6_1_2_6.xml,96,25.0,24.0,8.0
BSP_100_O6_1_2_6.xml,97,20.0,20.0,20.0
