q90_w_to_W,spare_cap_x_height_tail,n_long_and_wide
0.528,1684.1000000000001,0
0.6,9609.857142857143,0
0.504,5116.0,1
0.504,5653.777777777777,1
0.6,6699.375,1
0.52,2499.090909090909,0
0.6,7152.428571428571,1
0.6,6964.875,1
0.5,4098.5,1
0.6,7637.222222222223,1
0.516,3605.6666666666665,0
0.52,1784.7272727272727,0
0.504,4902.333333333333,1
0.6,5842.125,1
0.48,7733.25,0
0.6,26106.0,0
0.6,9714.666666666666,0
0.6,1202.7272727272727,1
0.508,0.0,0
0.488,8044.875,1
0.48,3388.090909090909,1
0.6,9811.285714285714,0
0.484,1724.9,1
0.6,4184.0,2
0.48,8085.25,0
0.49199999999999994,3792.4,1
0.516,1416.4166666666665,0
0.6,4617.0,1
0.42400000000000004,0.0,0
0.492,7474.875,0
0.528,2127.5,0
0.536,5841.333333333333,1
0.6,6438.285714285714,1
0.6,6572.571428571428,1
0.6,7034.571428571428,1
0.504,0.0,1
0.536,3874.0,2
0.5,4300.166666666666,1
0.552,2963.142857142857,2
0.544,4569.75,1
0.496,3576.428571428571,1
0.49199999999999994,2110.8,0
0.6,4076.7272727272725,0
0.52,3345.428571428571,1
0.528,0.0,1
0.6,9221.142857142857,0
0.6,4452.272727272727,0
0.528,1079.2,2
0.48,7326.0,0
0.40800000000000003,7328.666666666666,0
0.47200000000000003,3201.2307692307695,0
0.56,0.0,1
0.552,3302.142857142857,0
0.56,4392.5,0
0.6,4035.6,1
0.6,5496.3,0
0.6,16198.5,0
0.6,9790.714285714284,0
0.488,2035.2222222222222,1
0.516,1170.4166666666665,0
0.6,2801.818181818182,1
0.52,1702.2727272727273,0
0.4,0.0,0
0.384,0.0,0
0.564,0.0,1
0.45999999999999996,13691.5,0
0.48,0.0,0
0.516,7610.25,1
0.504,5684.666666666666,1
0.6,12638.0,0
0.528,4401.3,1
0.504,4801.333333333333,1
0.528,4764.3,1
0.6,3906.1818181818185,1
0.48,7274.222222222222,0
0.488,6576.666666666666,0
0.48,7115.666666666666,0
0.48,6806.333333333333,0
0.516,2497.75,1
0.544,0.0,2
0.6,12451.5,0
0.528,0.0,1
0.516,0.0,1
0.512,2173.846153846154,0
0.48,1131.25,0
0.504,5382.333333333333,1
0.516,1246.0,0
0.48,1780.3333333333333,0
0.516,2009.8333333333333,0
0.6,6769.428571428571,1
0.516,899.4166666666666,1
0.52,0.0,1
0.52,764.6666666666666,1
0.48,1520.909090909091,0
0.484,0.0,0
0.52,1373.909090909091,0
0.52,1458.2727272727273,0
0.6,2801.2727272727275,0
0.48,1383.4545454545455,0
0.504,5204.666666666666,1
0.528,0.0,1
0.6,11313.0,0
0.48,0.0,0
0.6,8877.0,0
0.52,1236.4545454545455,0
0.49199999999999994,5249.4,1
0.504,6380.333333333333,1
0.516,1510.8333333333333,0
0.52,1618.6363636363637,0
0.49199999999999994,4351.2,1
0.48,6117.666666666666,0
0.516,0.0,1
0.52,1014.1666666666666,1
0.52,1430.8181818181818,0
0.49199999999999994,4608.0,1
0.52,1320.8181818181818,0
0.516,1073.8333333333333,0
0.52,842.0,1
0.6,2394.75,0
0.6,23186.666666666664,0
0.512,589.2307692307693,2
0.504,6465.777777777777,1
0.52,2502.909090909091,2
0.6,3346.222222222222,2
0.5760000000000001,125.42857142857142,1
0.4,0.0,0
0.56,-589.25,1
0.376,0.0,0
0.48,1099.0,0
0.536,5970.333333333333,1
0.48,1624.3636363636365,0
0.44,0.0,0
0.568,235.46666666666667,1
0.552,-1154.5882352941176,1
0.49199999999999994,0.0,1
0.44,4618.333333333333,0
0.508,431.0,1
0.512,1184.1538461538462,1
0.504,171.86666666666667,1
0.48,1411.0,1
0.516,7156.5,1
0.512,924.2307692307693,0
0.512,831.1538461538462,0
0.48,10347.0,0
0.5760000000000001,496.85714285714283,1
0.54,0.0,1
0.504,890.9333333333333,0
0.508,654.4285714285714,0
0.48,3373.818181818182,1
0.508,895.5714285714286,0
0.52,2560.6363636363635,2
0.52,455.71428571428567,1
0.49199999999999994,4597.8,1
0.512,947.4615384615386,0
0.6,4029.090909090909,1
0.6,1254.642857142857,0
0.52,3447.5454545454545,1
0.588,2500.6666666666665,1
0.48,3888.545454545454,1
0.48,3072.0,1
0.48,3635.454545454545,1
0.49199999999999994,4523.2,1
0.516,2535.5,1
0.48,1493.4545454545455,0
0.6,2492.0,1
0.504,2032.0,1
0.49199999999999994,5007.200000000001,1
0.6,9500.625,1
0.536,2089.8888888888887,1
0.516,2317.75,1
0.52,1508.6363636363637,0
0.504,2166.4444444444443,1
0.492,2425.75,1
0.48,3620.428571428571,0
0.544,6680.25,2
0.48,2660.125,0
0.516,0.0,1
0.6,12184.375,0
0.492,7507.5,1
0.516,2384.375,1
0.48,2385.846153846154,0
0.512,1888.3076923076924,0
0.6,15098.57142857143,0
0.6,9884.0,0
0.516,2686.75,1
0.6,8600.625,1
0.6,5333.4,1
0.6,7028.333333333334,1
0.496,9284.142857142857,1
0.6,5010.666666666666,1
0.6,7080.375,0
0.46399999999999997,8290.125,1
0.544,0.0,1
0.6,2567.0,0
0.48,3198.7142857142853,0
0.48,1438.2727272727273,0
0.6,2022.8888888888887,1
0.536,6822.666666666666,1
0.504,2135.111111111111,1
0.592,812.6666666666666,1
0.516,996.5,0
0.6,13488.75,0
0.6,2162.75,0
0.504,1802.4444444444443,1
0.6,11617.5,0
0.52,1646.0909090909092,0
0.46399999999999997,7942.125,1
0.6,6327.714285714285,1
0.6,6492.285714285714,1
0.6,1985.9999999999998,2
0.6,4982.333333333333,1
0.536,1955.4444444444443,1
0.528,1291.9,1
0.4,0.0,0
0.544,2604.875,1
0.536,1795.4444444444443,1
0.592,1101.1666666666665,1
0.5640000000000001,435.6428571428571,1
0.5760000000000001,829.1538461538462,1
0.496,3321.142857142857,0
0.528,2739.2000000000003,0
0.516,1816.6666666666665,0
0.54,0.0,1
0.508,730.0,0
0.5519999999999999,400.4,1
0.544,2684.0,0
0.6,2392.363636363636,1
0.6,1379.076923076923,1
0.6,12267.6,0
0.508,1362.5714285714284,1
0.6,5479.0,0
0.6,3720.272727272727,0
0.6,1811.769230769231,0
0.6,11086.800000000001,0
0.6,6811.875,0
0.44799999999999995,4616.7,1
0.528,3144.5714285714284,1
0.6,8157.222222222223,1
0.528,3317.428571428571,1
0.6,7485.0,1
0.48,4511.833333333333,0
0.6,4812.0,2
0.54,4144.166666666666,1
0.6,5915.0,1
0.528,1231.7,2
0.6,20315.0,0
0.6,13172.142857142857,1
0.504,2028.2222222222222,1
0.6,3537.6,1
0.48,12451.5,1
0.528,1556.9,1
0.6,6150.0,1
0.504,1700.2222222222222,1
0.6,6685.0,1
0.6,1896.3636363636365,1
0.6,3905.9999999999995,1
0.49199999999999994,1718.6000000000001,1
0.6,6958.5,1
0.49199999999999994,1419.2,1
0.6,5461.5,1
0.49199999999999994,1625.8000000000002,1
0.6,6494.5,1
0.536,1728.5555555555554,2
0.6,6306.666666666667,2
0.492,2832.25,0
0.592,1062.1666666666665,1
0.592,890.0,1
0.6,4892.0,1
0.6,7532.222222222223,1
0.516,2642.625,1
0.512,2809.538461538462,0
0.536,1594.111111111111,2
0.544,2150.0,2
0.6,2911.25,0
0.496,8667.0,1
0.588,947.4166666666666,1
0.6,12478.125,0
0.6,7793.333333333334,1
0.6,2734.0,1
0.504,3893.111111111111,0
0.6,3402.8888888888887,1
0.476,3223.25,0
0.504,2269.5555555555557,1
0.48,3034.375,0
0.516,2758.625,1
0.516,1665.5,0
0.6,12908.75,0
0.6,14070.0,0
0.6,16526.0,0
0.516,1214.3333333333333,2
0.6,11924.800000000001,0
0.48,12364.0,0
0.484,4897.6,1
0.592,1341.1666666666665,1
0.56,-67.375,1
0.45999999999999996,0.0,0
0.48,0.0,0
0.48,0.0,0
0.568,360.1333333333333,1
0.504,0.0,1
0.504,808.8,0
0.54,-209.625,1
0.48,605.7692307692308,1
0.48,970.0909090909091,1
0.444,5191.8,0
0.452,7538.25,0
0.46799999999999997,22212.0,0
0.5,-409.75,1
0.47200000000000003,1826.076923076923,1
0.6,3888.8181818181815,0
0.6,4607.333333333333,1
0.484,0.0,0
0.52,1346.4545454545455,0
0.516,2166.5,1
0.6,10805.625,1
0.48,2918.375,0
0.504,1936.8888888888887,1
0.528,3305.285714285714,1
0.46399999999999997,7167.375,1
0.52,0.0,1
0.484,0.0,0
0.6,8691.666666666668,1
0.6,4574.5,2
0.48,9198.5,0
0.6,11076.400000000001,1
0.6,8150.333333333333,1
0.456,0.0,0
0.516,0.0,1
0.54,0.0,1
0.564,0.0,1
0.5,353.25,0
0.5,4654.666666666666,0
0.536,4083.555555555555,0
0.504,1829.0,1
0.45999999999999996,12946.0,0
0.504,23.733333333333334,1
0.6,7918.875,0
0.6,1887.2142857142856,0
0.488,5499.666666666666,1
0.47200000000000003,9802.714285714284,1
0.52,7683.75,1
0.544,2556.5,1
0.47200000000000003,0.0,1
0.56,0.0,2
0.6,6124.2,0
0.568,0.0,2
0.6,8964.666666666666,0
0.56,0.0,2
0.6,15159.285714285714,0
0.424,0.0,0
0.544,-473.66666666666663,1
0.49199999999999994,0.0,1
0.528,3027.2000000000003,0
0.6,2664.0,1
0.6,1042.7142857142856,1
0.6,214.125,1
0.52,0.0,1
0.544,2705.25,1
0.6,5956.0,0
0.528,1884.6000000000001,1
0.6,11063.75,0
0.52,1088.0,1
0.52,666.5714285714286,1
0.6,-811.5,0
0.52,0.0,1
0.5760000000000001,2841.538461538462,0
0.6,4629.090909090909,0
0.536,2286.0,1
0.52,1344.0,1
0.6,1375.3636363636365,1
0.488,2099.777777777778,0
0.6,7453.0,0
0.516,0.0,1
0.516,1557.6666666666665,0
0.6,7031.4,0
0.6,-295.125,0
0.52,0.0,1
0.504,4442.888888888889,0
0.6,4800.599999999999,1
0.516,1905.5,0
0.5519999999999999,5621.0,1
0.528,0.0,1
0.6,5990.0,0
0.536,1953.3333333333333,1
0.6,11882.0,0
0.564,0.0,1
0.5,0.0,0
0.528,3015.0,1
0.6,5255.0,0
0.536,2133.0,1
0.6,8874.444444444445,0
0.484,5604.9,0
0.444,0.0,0
0.6,1468.5,1
0.492,3028.125,0
0.536,1854.6666666666665,1
0.48,7988.5,0
0.6,376.40000000000003,0
0.47200000000000003,0.0,1
0.48,4925.090909090909,0
0.6,3825.333333333333,1
0.6,4445.454545454545,0
0.48,4705.0,0
0.528,6400.571428571428,0
0.52,4337.090909090909,0
0.6,4184.666666666666,1
0.516,8095.5,1
0.552,2920.0,2
0.592,856.0,1
0.48,4360.666666666666,0
0.44,0.0,0
0.552,3338.5714285714284,1
0.54,0.0,1
0.528,3763.2,2
0.6,21775.5,0
0.5519999999999999,5379.0,1
0.544,5004.75,0
0.568,-44.8,1
0.552,6645.428571428571,0
0.6,2586.0,1
0.54,4194.5,1
0.536,5261.333333333333,2
0.6,15476.4,0
0.544,0.0,1
0.6,11362.400000000001,0
0.52,627.2,1
0.6,3421.6363636363635,1
0.6,6644.5,0
0.528,1746.9,1
0.552,0.0,2
0.6,6855.142857142857,0
0.512,2081.5384615384614,1
0.6,8016.428571428571,1
0.5840000000000001,824.3076923076924,1
0.536,2289.0,0
0.6,11317.5,0
0.6,1724.769230769231,0
0.44800000000000006,0.0,1
0.5,4590.166666666666,0
0.48,5638.8,0
0.504,2034.3333333333333,1
0.48,6045.200000000001,0
0.588,3798.3333333333335,0
0.528,0.0,1
0.6,4335.75,1
0.6,4045.111111111111,0
0.52,4565.454545454546,1
0.528,3444.6000000000004,0
0.56,0.0,1
0.6,6461.714285714285,0
0.52,2505.2307692307695,1
0.6,17855.0,0
0.528,3187.8571428571427,1
0.592,1769.5833333333335,1
0.528,7107.428571428571,0
0.5840000000000001,594.0,1
0.48,6237.6,0
0.5760000000000001,620.5714285714286,1
0.276,0.0,0
0.6,168.0,2
0.5519999999999999,0.0,1
0.6,4404.444444444444,0
0.52,3977.4545454545455,1
0.552,3211.7142857142853,1
0.6,10536.0,0
0.552,3901.5714285714284,0
0.48,1054.4545454545455,1
0.456,6383.0,1
0.36400000000000005,0.0,0
0.5,0.0,1
0.6,1523.5714285714284,0
0.508,0.0,1
0.6,5181.75,1
0.544,0.0,2
0.528,0.0,1
0.516,0.0,1
0.528,3156.6000000000004,0
0.544,0.0,1
0.516,0.0,1
0.6,2151.6666666666665,1
0.49199999999999994,5470.8,1
0.536,1857.3333333333333,2
0.516,2462.625,1
0.504,2065.6666666666665,1
0.536,2218.6666666666665,1
0.536,1925.0,0
0.492,0.0,0
0.6,7515.0,0
0.48,7789.333333333333,0
0.492,2570.625,1
0.48,3364.285714285714,0
0.6,1647.0,1
0.492,2977.125,0
0.6,1509.3000000000002,1
0.48,3179.25,0
0.6,1347.6000000000001,1
0.504,4150.666666666666,0
0.536,0.0,1
0.6,4993.666666666666,1
0.49199999999999994,4986.8,1
0.516,2680.375,1
0.516,2311.375,1
0.504,1931.2222222222222,1
0.536,2084.222222222222,1
0.504,2263.8888888888887,1
0.536,2059.4444444444443,0
0.6,2723.8,1
0.492,0.0,0
0.528,1867.6000000000001,0
0.49199999999999994,1729.9,0
0.528,1568.2,0
0.488,0.0,0
0.6,5397.0,1
0.6,4610.7,0
0.6,4197.599999999999,0
0.6,4251.333333333333,0
0.52,4674.545454545455,0
0.48,4173.818181818182,0
0.52,3585.818181818182,0
0.536,1722.8888888888887,2
0.528,1451.7,1
0.528,1290.0,1
0.52,0.0,1
0.48,3786.0,0
0.536,2425.6666666666665,0
0.504,2272.6666666666665,0
0.536,2093.0,0
0.492,0.0,0
0.536,2257.6666666666665,0
0.48,2805.0,0
0.536,2392.111111111111,0
0.528,1589.4,1
0.504,2104.6666666666665,0
0.504,2239.111111111111,0
0.528,2557.8,0
0.504,2398.333333333333,1
0.6,3712.5,0
0.488,2171.6666666666665,0
0.6,2965.8,1
0.484,4985.099999999999,0
0.36800000000000005,0.0,0
0.6,-781.8461538461539,2
0.484,5361.200000000001,1
0.448,6354.400000000001,0
0.6,2764.5454545454545,2
0.48,3695.6363636363635,1
0.492,2608.375,1
0.48,4755.333333333333,0
0.512,945.8461538461539,2
0.528,1377.8000000000002,2
0.504,1599.4444444444443,1
0.528,4132.571428571428,0
0.52,907.4545454545455,1
0.5519999999999999,6344.8,0
0.512,552.7692307692308,1
0.504,4700.444444444444,0
0.536,0.0,1
0.528,6842.285714285714,0
0.52,0.0,1
0.516,2249.833333333333,0
0.54,0.0,1
0.49199999999999994,3582.4,0
0.544,0.0,1
0.516,5177.0,0
0.528,0.0,1
0.56,77.5,1
0.5760000000000001,915.7142857142857,1
0.456,0.0,0
0.588,1803.8333333333333,1
0.5,0.0,0
0.6,10483.714285714284,0
0.52,2732.7272727272725,1
0.512,1667.076923076923,1
0.52,0.0,1
0.6,12415.5,0
0.52,0.0,1
0.6,-1541.25,1
0.45599999999999996,0.0,0
0.6,720.0,1
0.456,0.0,0
0.6,3046.5,1
0.5,0.0,0
0.528,3483.0,1
0.528,3310.142857142857,1
0.6,3885.2999999999997,1
0.48,3795.2727272727275,1
0.528,1347.6000000000001,2
0.504,2157.0,1
0.44,0.0,0
0.49199999999999994,1535.1000000000001,1
0.528,1672.8000000000002,1
0.49199999999999994,1834.5,1
0.6,2107.090909090909,1
0.48799999999999993,1844.3000000000002,0
0.504,3779.333333333333,2
0.48,1043.6363636363637,2
0.48,1374.0,0
0.48,2517.6666666666665,0
0.48,1477.3000000000002,1
0.456,0.0,2
0.48,3204.7142857142853,1
0.48,1304.7,3
0.48,2024.5454545454545,2
0.48799999999999993,1778.3000000000002,0
0.48,3174.6000000000004,1
0.452,0.0,2
0.5640000000000001,1108.2,3
0.552,1545.8333333333333,1
0.48,337.7647058823529,2
0.48,721.1538461538462,1
0.48,4293.333333333333,2
0.48,2263.125,1
0.48,2143.125,1
0.48,892.5384615384615,1
0.528,6363.714285714285,2
0.48,1171.4,2
0.48,1160.4166666666665,1
0.456,9005.5,1
0.48,449.8333333333333,2
0.48,2056.75,1
0.48,1487.9,2
0.456,3409.285714285714,2
0.47200000000000003,490.7692307692308,2
0.48,3301.25,0
0.448,13644.0,0
0.48,1397.5714285714284,0
0.48,1422.909090909091,0
0.43200000000000005,3397.142857142857,2
0.504,2734.4444444444443,2
0.48,1557.8333333333333,2
0.49199999999999994,3256.4,1
0.48,155.625,2
0.528,6326.571428571428,2
0.48,2886.428571428571,1
0.48799999999999993,1940.3000000000002,0
0.476,650.4166666666666,2
0.5440000000000002,695.6923076923077,3
0.48,2270.727272727273,3
0.48,2067.6363636363635,4
0.47200000000000003,786.8461538461539,1
0.48,1300.1818181818182,2
0.48,416.06666666666666,2
0.48,1641.5,4
0.48,2096.181818181818,3
0.48,1402.5,2
0.496,0.0,0
0.48,524.7142857142857,3
0.48,1049.3333333333333,0
0.476,1961.0,3
0.48,930.2727272727273,3
0.48,1335.6363636363637,0
0.48,1396.8181818181818,1
0.48,0.0,0
0.48,2980.363636363636,3
0.504,1416.5555555555554,3
0.516,5010.75,2
0.552,1385.8333333333333,1
0.48,2910.625,1
0.528,3021.285714285714,3
0.46399999999999997,12813.333333333332,0
0.48,1066.0,3
0.48,1336.5,2
0.44,1550.6363636363637,2
0.452,0.0,2
0.48,1275.6363636363637,0
0.48,1454.0909090909092,0
0.48,4022.8888888888887,1
0.48,1176.0833333333333,0
0.268,8982.5,1
0.48799999999999993,0.0,1
0.48,0.0,1
0.504,4075.555555555555,3
0.476,659.25,3
0.504,3000.375,0
0.552,1378.8333333333333,3
0.516,5175.75,2
0.49199999999999994,1073.4,3
0.48,2167.0,1
0.48,1320.8333333333333,3
0.48,1838.5,0
0.48,0.0,2
0.48,1235.2727272727273,0
0.48,2586.333333333333,2
0.48,3820.9090909090905,3
0.49199999999999994,1265.2,2
0.516,2074.875,3
0.504,1575.6666666666665,4
0.48,862.2727272727273,1
0.48,-134.8,1
0.48,2541.625,1
0.48,627.7857142857142,1
0.48,1484.1666666666665,2
0.48,642.1538461538462,3
0.49199999999999994,3248.0,3
0.48,1098.6666666666665,2
0.43200000000000005,3351.7142857142853,3
0.476,1086.9166666666665,1
0.456,3161.285714285714,2
0.48,1780.0,3
0.5640000000000001,2415.2000000000003,2
0.552,1156.6666666666665,2
0.476,1109.4166666666665,3
0.44,5213.666666666666,2
0.52,-253.75,2
0.512,-523.2941176470588,3
0.516,2381.125,3
0.48,992.3333333333333,1
0.44,4313.333333333333,2
0.48,2564.75,3
0.48,2390.727272727273,3
0.444,1644.7,2
0.45999999999999996,4692.5,0
0.54,8631.333333333332,2
0.424,2670.25,3
0.444,0.0,3
0.468,673.6428571428571,2
0.47200000000000003,1411.2307692307693,2
0.44,1475.7142857142856,4
0.48,8845.0,0
0.5440000000000002,171.53846153846155,1
0.448,1937.3333333333333,1
0.47200000000000003,1636.6153846153848,1
0.48,3444.909090909091,2
0.448,2036.2222222222222,3
0.448,2024.4444444444443,2
0.48,3491.428571428571,2
0.496,1757.0,2
0.5680000000000001,1729.4444444444443,2
0.48,3502.727272727273,1
0.49199999999999994,3230.4,1
0.5640000000000001,1360.5,1
0.552,440.8333333333333,1
0.46399999999999997,11723.333333333332,1
0.48,2064.909090909091,2
0.528,0.0,1
0.54,8187.0,1
0.5519999999999999,11324.800000000001,1
0.5360000000000001,-303.1428571428571,1
0.444,4141.0,1
0.444,4077.4,2
0.56,958.6363636363636,1
0.452,6460.25,1
0.44,3105.875,2
0.504,0.0,0
0.5760000000000001,2900.714285714286,1
0.5680000000000001,1565.0,1
0.476,2807.833333333333,2
0.468,1174.2857142857142,2
0.5640000000000001,1166.7,2
0.56,1773.6363636363637,1
0.56,2068.181818181818,1
0.44,2883.0,3
0.5720000000000001,2069.25,1
0.5640000000000001,989.0,1
0.504,3400.0,1
0.5640000000000001,1195.4,1
0.44,1402.4545454545455,3
0.44,9580.0,1
0.448,4708.0,2
0.48,1631.7,2
0.45999999999999996,0.0,1
0.452,0.0,2
0.564,13730.0,1
0.4,0.0,0
0.5440000000000002,391.61538461538464,2
0.444,4407.6,2
0.5440000000000002,936.1538461538462,1
0.552,658.75,2
0.44,1741.3846153846155,3
0.552,872.1666666666666,1
0.528,3244.5714285714284,1
0.44,0.0,0
0.5680000000000001,1745.0,1
0.44,3324.909090909091,2
0.444,3487.0,2
0.476,3323.25,1
0.44,1958.0,2
0.476,3656.5,2
0.44,2607.833333333333,3
0.44,2511.6666666666665,3
0.48,2804.727272727273,1
0.516,3938.0,3
0.504,1996.8888888888887,2
0.44,3305.6363636363635,1
0.448,2420.777777777778,2
0.44,1414.2727272727273,3
0.48,3781.363636363636,1
0.48,2941.25,1
0.56,1507.8181818181818,1
0.56,929.7272727272727,2
0.448,2513.0,2
0.236,20335.0,0
0.468,1124.5714285714284,2
0.44,1518.142857142857,2
0.476,2537.833333333333,2
0.48,1240.5,2
0.552,1254.1666666666665,1
0.48,2644.25,2
0.5640000000000001,1275.1000000000001,2
0.47200000000000003,1788.1538461538462,2
0.48,2335.25,1
0.44,1312.0,2
0.424,5387.5,2
0.48,0.0,0
0.49199999999999994,1515.8000000000002,2
0.504,1749.3333333333333,2
0.5680000000000001,1481.888888888889,2
0.444,0.0,2
0.44,0.0,2
0.48,1473.909090909091,0
0.5360000000000001,164.28571428571428,2
0.5760000000000001,2802.0,1
0.47200000000000003,2509.6153846153848,2
0.48,1882.846153846154,3
0.48,2501.875,2
0.496,0.0,1
0.44,1246.4166666666665,2
0.44,2236.5,3
0.476,3243.75,2
0.5640000000000001,1198.5,1
0.496,0.0,0
0.48,3745.090909090909,2
0.56,996.8181818181819,2
0.48,3260.0,2
0.48,0.0,1
0.49199999999999994,4713.9,2
0.552,544.25,2
0.56,849.5454545454546,2
0.5720000000000001,2275.625,1
0.44,2010.7,3
0.44,0.0,2
0.456,0.0,1
0.448,0.0,2
0.48,1149.5833333333333,1
0.47200000000000003,2064.3076923076924,2
0.56,895.8181818181819,1
0.48,-21.0,2
0.44,0.0,1
0.48,0.0,1
0.56,808.5454545454546,1
0.472,0.0,0
0.552,473.0833333333333,2
0.536,0.0,0
0.448,2600.777777777778,2
0.44,1562.4545454545455,2
0.552,1524.1666666666665,1
0.48,6874.285714285714,1
0.448,5640.400000000001,2
0.48,4125.833333333333,1
0.45999999999999996,0.0,2
0.504,4084.8888888888887,1
0.44,8763.333333333332,1
0.48,6526.571428571428,0
0.48,2868.0,1
0.45999999999999996,0.0,1
0.44,0.0,0
0.48,2977.5,3
0.48,3903.6666666666665,0
0.588,17436.0,1
0.48799999999999993,0.0,1
0.54,6830.666666666666,2
0.528,2498.428571428571,2
0.5640000000000001,1033.4,1
0.56,794.2727272727273,2
0.56,647.0,2
0.48,2764.5454545454545,2
0.48,0.0,1
0.504,3808.222222222222,2
0.5720000000000001,2189.25,1
0.48,4215.6,2
0.468,1616.8571428571427,2
0.48,12411.2,0
0.444,0.0,2
0.5760000000000001,4969.428571428572,1
0.48,2223.375,2
0.48,3527.7777777777774,1
0.44,0.0,2
0.48,1265.1000000000001,2
0.40800000000000003,0.0,1
0.44,2084.153846153846,3
0.564,7533.0,2
0.48799999999999993,1013.8000000000001,1
0.48,2345.625,1
0.456,7655.0,1
0.46399999999999997,0.0,1
0.37600000000000006,0.0,2
0.48,5434.6,0
0.46399999999999997,0.0,1
0.5640000000000001,1264.5,1
0.452,0.0,3
0.5680000000000001,3550.0,1
0.48,3150.3636363636365,2
0.476,1045.8333333333333,2
0.516,2576.5,1
0.516,2370.125,1
0.5720000000000001,2235.875,2
0.44,2006.9230769230771,1
0.44,2212.0,2
0.48,1254.5,1
0.5680000000000001,2865.111111111111,1
0.5640000000000001,1328.7,2
0.48,3208.1818181818185,1
0.44,1625.1818181818182,3
0.5440000000000002,715.6923076923077,3
0.48,3162.75,1
0.48,3551.2727272727275,1
0.5640000000000001,1140.0,2
0.5760000000000001,2707.714285714286,1
0.48,1317.0666666666666,2
0.48,2729.0,1
0.44,2502.777777777778,2
0.48,4561.636363636363,2
0.48,0.0,1
0.48,0.0,1
0.48,0.0,2
0.48,970.3636363636364,3
0.44,2660.833333333333,2
0.452,0.0,2
0.448,5704.0,1
0.45999999999999996,0.0,1
0.47200000000000003,1583.076923076923,1
0.552,305.8333333333333,1
0.48,4018.833333333333,0
0.456,3326.7142857142853,1
0.48799999999999993,1536.1000000000001,0
0.504,2138.25,0
0.504,0.0,1
0.56,1213.2727272727273,1
0.452,0.0,1
0.392,0.0,1
0.472,18794.0,0
0.44,823.5,2
0.48,5193.599999999999,2
0.47200000000000003,2251.846153846154,3
0.456,0.0,1
0.5440000000000002,866.1538461538462,2
0.528,3066.7142857142853,2
0.48,4194.400000000001,1
0.48,224.8235294117647,2
0.48,3450.5454545454545,2
0.5680000000000001,2316.6666666666665,2
0.5640000000000001,1797.0,2
0.48,0.0,0
0.504,2239.333333333333,2
0.48,1718.3333333333333,2
0.49199999999999994,2943.8,3
0.476,1016.8333333333333,2
0.44,1422.6363636363637,3
0.48,1955.7,2
0.444,3774.6000000000004,2
0.47200000000000003,1534.1538461538462,2
0.448,2060.777777777778,2
0.48,5528.7,1
0.48,0.0,2
0.49199999999999994,1229.7,1
0.5640000000000001,2749.0,1
0.552,679.25,2
0.48,9536.666666666666,1
0.44,367.2857142857143,3
0.44,0.0,3
0.45999999999999996,0.0,1
0.48,3960.0,0
0.564,7255.25,1
0.5800000000000001,3509.0,1
0.5440000000000002,-220.0,2
0.48,0.0,1
0.44,0.0,1
0.48799999999999993,1765.3000000000002,0
0.48,0.0,1
0.496,2389.222222222222,0
0.444,4220.2,2
0.504,0.0,1
0.48,5062.444444444444,1
0.48,0.0,0
0.52,0.0,0
0.496,0.0,1
0.512,0.0,1
0.48,0.0,1
0.512,0.0,1
0.496,0.0,1
0.444,0.0,3
0.496,1866.7777777777776,0
0.444,0.0,2
0.512,3288.7142857142853,0
0.47200000000000003,1841.6923076923078,2
0.48,5422.444444444444,1
0.504,0.0,0
0.48,2624.125,1
0.48,0.0,0
0.504,2984.125,0
0.48799999999999993,0.0,1
0.496,0.0,1
0.496,2046.7777777777776,0
0.44,745.5384615384615,3
0.48,2041.2727272727273,2
0.48,5410.5,2
0.476,1111.6666666666665,2
0.48,6592.400000000001,1
0.476,0.0,1
0.512,0.0,0
0.496,0.0,0
0.524,0.0,0
0.48,790.7272727272727,1
0.564,15271.0,1
0.5519999999999999,5463.6,2
0.576,10924.0,1
0.5519999999999999,4891.400000000001,1
0.48,0.0,0
0.512,0.0,0
0.528,0.0,0
0.5519999999999999,5442.400000000001,1
0.512,0.0,0
0.576,10604.0,1
0.44,1343.6363636363637,2
0.44,1787.9,3
0.47200000000000003,1587.6923076923078,2
0.48,2421.625,1
0.48,-123.1875,3
0.48,-486.5294117647059,3
0.48,2651.333333333333,1
0.552,1178.3333333333333,2
0.5440000000000002,203.84615384615387,2
0.24,0.0,1
0.276,0.0,1
0.48,0.0,0
0.444,1818.3000000000002,2
0.44,2219.8888888888887,3
0.48799999999999993,1236.6000000000001,1
0.444,1685.0,1
0.448,4411.777777777777,1
0.45199999999999996,1719.8000000000002,1
0.448,0.0,2
0.44,0.0,3
0.452,2720.625,2
0.456,0.0,2
0.41600000000000004,3633.285714285714,2
0.45999999999999996,4890.166666666666,1
0.504,3737.555555555555,3
0.44,1928.7,2
0.452,3394.75,2
0.504,4104.444444444444,3
0.476,2791.75,1
0.45199999999999996,1853.1000000000001,2
0.452,3228.125,1
0.452,3188.375,2
0.44,3092.625,1
0.456,0.0,2
0.452,2985.875,2
0.452,3192.25,2
0.48,2691.4,2
0.428,0.0,1
0.47200000000000003,908.1538461538462,3
0.468,543.2857142857142,3
0.444,3263.6000000000004,3
0.44,2585.090909090909,3
0.452,5821.5,2
0.552,1.6666666666666665,2
0.48,0.0,1
0.48,0.0,2
0.48,1456.8181818181818,1
